SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000525,132,2,3,19,1,,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.790958,4.023323,4.354702,4.354702,4.790958,4.023323,4.354702,4.354702,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.891075,4.828061,4.672877,4.593285,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,4.918218,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.943100,5.943100,5.943100,5.943100,5.943100,5.943100,5.943100,5.943100,5.496380,5.455777,5.344696,5.199753,3.999553,3.999553,3.999553,3.999553,3.999553,3.999553,3.999553,3.999553,6.331930,6.331930,6.331930,6.331930,6.331930,6.331930,6.331930,6.331930,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399,5.411399
C000526,132,3,4,19,1,,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.679493,4.219955,4.815378,4.815378,5.679493,4.219955,4.815378,4.815378,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.872498,5.834470,5.633624,5.376412,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,5.883256,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,3.385417,4.243909,4.243909,4.243909,4.243909,4.243909,4.243909,4.243909,4.243909,4.561825,4.521222,4.410141,4.265198,3.628536,3.628536,3.628536,3.628536,3.628536,3.628536,3.628536,3.628536,4.816892,4.816892,4.816892,4.816892,4.816892,4.816892,4.816892,4.816892,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148,3.302148
C000527,132,4,5,19,1,,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.466431,6.170427,5.753899,5.753899,4.466431,6.170427,5.753899,5.753899,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.544507,4.500789,4.435960,4.456691,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,4.565749,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,6.416945,6.416945,6.416945,6.416945,6.416945,6.416945,6.416945,6.416945,5.756995,5.716392,5.605311,5.460368,4.075135,4.075135,4.075135,4.075135,4.075135,4.075135,4.075135,4.075135,6.810621,6.810621,6.810621,6.810621,6.810621,6.810621,6.810621,6.810621,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481,4.382481
C000528,133,1,6,19,1,,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.629672,5.901355,4.271081,4.271081,4.629672,5.901355,4.271081,4.271081,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.718056,4.662891,4.549091,4.519009,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,4.743045,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,7.031250,4.694376,4.694376,4.694376,4.694376,4.694376,4.694376,4.694376,4.694376,4.809582,4.768979,4.657898,4.512955,3.110907,3.110907,3.110907,3.110907,3.110907,3.110907,3.110907,3.110907,4.860174,4.860174,4.860174,4.860174,4.860174,4.860174,4.860174,4.860174,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527,6.902527
C000529,133,2,7,19,1,,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,5.074575,3.821600,3.882100,3.882100,5.074575,3.821600,3.882100,3.882100,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.933250,3.957671,4.112971,4.308879,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,3.928196,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,3.407134,3.407134,3.407134,3.407134,3.407134,3.407134,3.407134,3.407134,4.101599,4.060996,3.949915,3.804972,6.467669,6.467669,6.467669,6.467669,6.467669,6.467669,6.467669,6.467669,3.975027,3.975027,3.975027,3.975027,3.975027,3.975027,3.975027,3.975027,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049,5.799049
C000530,133,3,8,19,1,,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.510241,7.076260,5.764559,5.764559,7.510241,7.076260,5.764559,5.764559,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,8.053672,8.528905,9.990000,9.990000,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,7.871629,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.697074,4.697074,4.697074,4.697074,4.697074,4.697074,4.697074,4.697074,4.811066,4.770463,4.659382,4.514438,6.366236,6.366236,6.366236,6.366236,6.366236,6.366236,6.366236,6.366236,4.813759,4.813759,4.813759,4.813759,4.813759,4.813759,4.813759,4.813759,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384,3.862384
C000531,133,4,9,19,1,,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.052280,5.933515,6.538296,6.538296,5.052280,5.933515,6.538296,6.538296,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.174714,5.106645,4.902114,4.747300,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.202039,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,3.301581,3.301581,3.301581,3.301581,3.301581,3.301581,3.301581,3.301581,4.043545,4.002942,3.891861,3.746917,5.106471,5.106471,5.106471,5.106471,5.106471,5.106471,5.106471,5.106471,5.584873,5.584873,5.584873,5.584873,5.584873,5.584873,5.584873,5.584873,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235,6.188235
C000532,134,1,10,19,1,,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.680541,6.651846,4.815922,4.815922,5.680541,6.651846,4.815922,4.815922,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.873684,5.835760,5.635103,5.377890,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,5.884394,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.279068,4.279068,4.279068,4.279068,4.279068,4.279068,4.279068,4.279068,4.581163,4.540560,4.429479,4.284535,4.868925,4.868925,4.868925,4.868925,4.868925,4.868925,4.868925,4.868925,4.650314,4.650314,4.650314,4.650314,4.650314,4.650314,4.650314,4.650314,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655,4.686655
C000533,134,2,11,19,1,,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.346570,3.924981,6.393541,6.393541,4.346570,3.924981,6.393541,6.393541,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.418074,4.384921,4.359986,4.417869,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.435569,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,5.903353,5.903353,5.903353,5.903353,5.903353,5.903353,5.903353,5.903353,5.474520,5.433917,5.322836,5.177892,3.732245,3.732245,3.732245,3.732245,3.732245,3.732245,3.732245,3.732245,5.419121,5.419121,5.419121,5.419121,5.419121,5.419121,5.419121,5.419121,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302,6.272302
C000534,134,3,12,19,1,,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,6.740632,6.541383,5.365543,5.365543,6.740632,6.541383,5.365543,5.365543,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.109711,7.281389,7.763843,8.317050,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,7.035757,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,5.072656,5.072656,5.072656,5.072656,5.072656,5.072656,5.072656,5.072656,5.017636,4.977033,4.865952,4.721009,7.052925,7.052925,7.052925,7.052925,7.052925,7.052925,7.052925,7.052925,2.730405,2.730405,2.730405,2.730405,2.730405,2.730405,2.730405,2.730405,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237,5.667237
C000535,134,4,13,19,1,,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.051458,3.859673,3.971296,3.971296,4.051458,3.859673,3.971296,3.971296,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.110339,4.110627,4.195619,4.342368,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.115047,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,3.552550,3.552550,3.552550,3.552550,3.552550,3.552550,3.552550,3.552550,4.181577,4.140974,4.029893,3.884950,7.220617,7.220617,7.220617,7.220617,7.220617,7.220617,7.220617,7.220617,6.472335,6.472335,6.472335,6.472335,6.472335,6.472335,6.472335,6.472335,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880,3.216880
C000536,135,1,14,19,1,,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,3.966065,5.926949,3.927023,3.927023,3.966065,5.926949,3.927023,3.927023,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022228,4.034082,4.153478,4.324913,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,4.022302,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,4.933556,4.933556,4.933556,4.933556,4.933556,4.933556,4.933556,4.933556,4.941131,4.900528,4.789447,4.644504,5.666591,5.666591,5.666591,5.666591,5.666591,5.666591,5.666591,5.666591,5.516557,5.516557,5.516557,5.516557,5.516557,5.516557,5.516557,5.516557,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794,5.653794
C000537,135,2,15,19,1,,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.310750,6.185590,4.105731,4.105731,4.310750,6.185590,4.105731,4.105731,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.380453,4.350803,4.338371,4.407274,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.396665,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,3.023793,3.023793,3.023793,3.023793,3.023793,3.023793,3.023793,3.023793,3.890761,3.850158,3.739077,3.594134,6.673643,6.673643,6.673643,6.673643,6.673643,6.673643,6.673643,6.673643,4.633744,4.633744,4.633744,4.633744,4.633744,4.633744,4.633744,4.633744,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851,4.467851
C000538,135,3,16,19,1,,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.713506,6.344340,6.408817,6.408817,4.713506,6.344340,6.408817,6.408817,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.807796,4.748113,4.611865,4.555887,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,4.834097,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.474721,4.474721,4.474721,4.474721,4.474721,4.474721,4.474721,4.474721,4.688772,4.648169,4.537088,4.392144,4.951989,4.951989,4.951989,4.951989,4.951989,4.951989,4.951989,4.951989,6.244882,6.244882,6.244882,6.244882,6.244882,6.244882,6.244882,6.244882,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069,4.294069
C000539,135,4,17,19,1,,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.695192,6.027001,4.823517,4.823517,5.695192,6.027001,4.823517,4.823517,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.890276,5.853822,5.655891,5.398754,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,5.900306,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,6.120296,6.120296,6.120296,6.120296,6.120296,6.120296,6.120296,6.120296,5.593838,5.553235,5.442154,5.297211,4.991448,4.991448,4.991448,4.991448,4.991448,4.991448,4.991448,4.991448,2.758095,2.758095,2.758095,2.758095,2.758095,2.758095,2.758095,2.758095,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311,3.569311
C000540,136,1,18,19,1,,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,6.404064,6.220372,4.255615,4.255615,6.404064,6.220372,4.255615,4.255615,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.686225,4.632893,4.527541,4.506726,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,4.710647,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,7.812500,5.206990,5.206990,5.206990,5.206990,5.206990,5.206990,5.206990,5.206990,5.091520,5.050917,4.939836,4.794892,5.903303,5.903303,5.903303,5.903303,5.903303,5.903303,5.903303,5.903303,5.506598,5.506598,5.506598,5.506598,5.506598,5.506598,5.506598,5.506598,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064,5.536064
