SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,MEAN_SHIFT_01_L1,MEAN_SHIFT_01_L2,MEAN_SHIFT_01_L3,MEAN_SHIFT_02_L1,MEAN_SHIFT_02_L2,MEAN_SHIFT_02_L3,MEAN_SHIFT_03_L1,MEAN_SHIFT_03_L2,MEAN_SHIFT_03_L3,MEAN_SHIFT_04_L1,MEAN_SHIFT_04_L2,MEAN_SHIFT_04_L3,MEAN_SHIFT_05_L1,MEAN_SHIFT_05_L2,MEAN_SHIFT_05_L3,MEAN_SHIFT_06_L1,MEAN_SHIFT_06_L2,MEAN_SHIFT_06_L3,MEAN_SHIFT_07_L1,MEAN_SHIFT_07_L2,MEAN_SHIFT_07_L3,MEAN_SHIFT_08_L1,MEAN_SHIFT_08_L2,MEAN_SHIFT_08_L3,MEAN_SHIFT_09_L1,MEAN_SHIFT_09_L2,MEAN_SHIFT_09_L3,MEAN_SHIFT_10_L1,MEAN_SHIFT_10_L2,MEAN_SHIFT_10_L3,SIGMA_UP_01_L1,SIGMA_UP_01_L2,SIGMA_UP_01_L3,SIGMA_UP_02_L1,SIGMA_UP_02_L2,SIGMA_UP_02_L3,SIGMA_UP_03_L1,SIGMA_UP_03_L2,SIGMA_UP_03_L3,SIGMA_UP_04_L1,SIGMA_UP_04_L2,SIGMA_UP_04_L3,SIGMA_UP_05_L1,SIGMA_UP_05_L2,SIGMA_UP_05_L3,SIGMA_UP_06_L1,SIGMA_UP_06_L2,SIGMA_UP_06_L3,SIGMA_UP_07_L1,SIGMA_UP_07_L2,SIGMA_UP_07_L3,SIGMA_UP_08_L1,SIGMA_UP_08_L2,SIGMA_UP_08_L3,SIGMA_UP_09_L1,SIGMA_UP_09_L2,SIGMA_UP_09_L3,SIGMA_UP_10_L1,SIGMA_UP_10_L2,SIGMA_UP_10_L3,SIGMA_DOWN_01_L1,SIGMA_DOWN_01_L2,SIGMA_DOWN_01_L3,SIGMA_DOWN_02_L1,SIGMA_DOWN_02_L2,SIGMA_DOWN_02_L3,SIGMA_DOWN_03_L1,SIGMA_DOWN_03_L2,SIGMA_DOWN_03_L3,SIGMA_DOWN_04_L1,SIGMA_DOWN_04_L2,SIGMA_DOWN_04_L3,SIGMA_DOWN_05_L1,SIGMA_DOWN_05_L2,SIGMA_DOWN_05_L3,SIGMA_DOWN_06_L1,SIGMA_DOWN_06_L2,SIGMA_DOWN_06_L3,SIGMA_DOWN_07_L1,SIGMA_DOWN_07_L2,SIGMA_DOWN_07_L3,SIGMA_DOWN_08_L1,SIGMA_DOWN_08_L2,SIGMA_DOWN_08_L3,TAIL_01_L1,TAIL_01_L2,TAIL_01_L3,TAIL_02_L1,TAIL_02_L2,TAIL_02_L3,TAIL_03_L1,TAIL_03_L2,TAIL_03_L3,TAIL_04_L1,TAIL_04_L2,TAIL_04_L3,TAIL_05_L1,TAIL_05_L2,TAIL_05_L3,TAIL_06_L1,TAIL_06_L2,TAIL_06_L3,TAIL_07_L1,TAIL_07_L2,TAIL_07_L3,TAIL_08_L1,TAIL_08_L2,TAIL_08_L3,BIMODAL_01_L1,BIMODAL_01_L2,BIMODAL_01_L3,BIMODAL_02_L1,BIMODAL_02_L2,BIMODAL_02_L3,BIMODAL_03_L1,BIMODAL_03_L2,BIMODAL_03_L3,BIMODAL_04_L1,BIMODAL_04_L2,BIMODAL_04_L3,BIMODAL_05_L1,BIMODAL_05_L2,BIMODAL_05_L3,BIMODAL_06_L1,BIMODAL_06_L2,BIMODAL_06_L3,BIMODAL_07_L1,BIMODAL_07_L2,BIMODAL_07_L3,BIMODAL_08_L1,BIMODAL_08_L2,BIMODAL_08_L3,LOW_CPK_01_L1,LOW_CPK_01_L2,LOW_CPK_01_L3,LOW_CPK_02_L1,LOW_CPK_02_L2,LOW_CPK_02_L3,LOW_CPK_03_L1,LOW_CPK_03_L2,LOW_CPK_03_L3,LOW_CPK_04_L1,LOW_CPK_04_L2,LOW_CPK_04_L3,LOW_CPK_05_L1,LOW_CPK_05_L2,LOW_CPK_05_L3,LOW_CPK_06_L1,LOW_CPK_06_L2,LOW_CPK_06_L3,CONTROL_01,CONTROL_02,CONTROL_03,CONTROL_04,CONTROL_05,CONTROL_06,CONTROL_07,CONTROL_08,CONTROL_09,CONTROL_10,CONTROL_11,CONTROL_12,CONTROL_13,CONTROL_14,CONTROL_15,CONTROL_16,CONTROL_17,CONTROL_18,CONTROL_19,CONTROL_20,CONTROL_21,CONTROL_22,CONTROL_23,CONTROL_24,CONTROL_25,CONTROL_26,CONTROL_27,CONTROL_28,CONTROL_29,CONTROL_30,CONTROL_31,CONTROL_32,CONTROL_33,CONTROL_34,CONTROL_35,CONTROL_36,CONTROL_37,REMOVED_ITEM_01,REMOVED_ITEM_02,REMOVED_ITEM_03,REMOVED_ITEM_04,REMOVED_ITEM_05,LIMIT_CHG_HI,LIMIT_CHG_LO,LIMIT_CHG_BOTH
C000503,126,4,17,18,1,,3.894806,3.840366,3.770561,4.603599,3.446844,7.032026,5.104920,6.523418,4.054379,4.844874,6.396897,4.426555,7.093645,6.419546,5.085614,4.383087,4.310623,3.080982,4.208004,4.504538,6.003266,4.095967,5.607355,5.496663,4.493550,1.876029,4.291415,5.917907,3.169668,6.261297,5.400482,3.511356,3.361216,3.347034,5.506010,4.802579,4.284593,3.515107,5.100209,5.521721,5.579840,4.828828,2.409178,4.560015,5.004281,4.163720,4.437800,6.309724,3.894765,3.314656,3.989079,4.115317,5.483820,5.200075,5.502245,6.329848,7.026184,4.487400,5.327201,4.191316,5.856583,5.454639,4.140867,5.588362,6.170564,5.096866,3.043606,6.521916,5.677028,6.347999,4.271910,4.196277,4.629667,3.917424,6.120278,4.681887,5.327496,5.154733,4.489899,4.172586,2.256546,6.603730,6.757867,5.054078,4.149824,5.134063,4.251635,5.345611,4.826630,4.996677,4.189100,3.140502,5.247592,6.376297,4.282095,5.023583,7.170845,7.247890,5.215332,4.625582,4.492359,7.811490,4.296013,4.870836,3.800256,5.539285,4.400015,3.417128,3.481917,3.845224,3.706573,4.410033,4.471448,3.714348,4.147644,4.036619,4.678457,4.035771,3.719960,3.616161,5.338104,3.887787,3.893269,4.714686,4.382713,3.991113,3.889073,4.446124,4.259483,4.184034,3.733468,3.815276,5.609727,6.016911,3.811991,4.269073,5.149570,4.926996,8.204721,5.329381,2.659879,5.604740,5.464715,5.751561,5.028085,3.533539,4.031960,4.745124,4.403297,5.418985,4.651481,4.681373,5.092730,6.165946,5.847114,5.863087,5.745889,6.618324,5.362603,5.255892,4.851127,6.436588,5.451673,5.331056,5.922136,8.298585,5.691597,3.839037,6.006769,5.916238,5.279519,4.143569,6.141900,5.100667,2.720996,5.108402,4.900866,5.943553,3.681613,3.852599,5.834189,6.379841,5.496752,2.643065,4.531303,3.292455,6.407252,3.764518,5.228263,4.909676,6.346719,3.318167,4.022743,3.792769,6.426139
C000504,127,1,18,18,1,,5.709166,4.978407,4.244705,4.458828,4.684915,5.381634,4.443586,5.942644,4.510000,4.334304,5.822406,4.984792,4.378408,3.994125,7.697249,5.082010,3.886861,5.072960,5.506091,4.532614,5.894269,7.110747,5.726674,2.568745,5.156582,3.856475,6.283667,3.266690,6.028341,3.019696,6.160157,3.869747,4.602578,5.832198,3.993702,4.153179,4.532368,5.598167,3.527587,3.517042,4.384283,5.282172,5.803048,4.713623,6.104988,5.798907,5.593091,4.452102,5.004635,4.979670,4.735328,5.325995,5.242393,2.948987,5.180602,2.051376,4.978112,5.092829,6.733381,5.130308,4.613441,5.328715,5.774603,3.795197,5.091202,4.073206,5.536311,5.466121,3.897604,5.446654,5.468471,5.891357,4.706339,4.385858,4.634764,6.816543,5.624127,6.392413,4.165841,4.253675,5.369362,4.228787,4.800662,4.548665,4.074339,4.721478,3.958893,4.692999,2.794005,3.086644,4.034734,5.549976,4.933262,5.727955,4.705242,4.530585,4.143525,6.430880,3.825545,5.398510,5.181525,4.008094,5.763663,5.824776,7.004496,3.955896,9.637284,5.146875,5.646174,6.023441,6.667330,5.720443,6.413246,5.634565,6.370171,5.441008,5.936444,5.970417,7.123985,5.456623,5.794322,6.075352,5.964272,5.360964,5.940418,5.484784,5.426716,5.948124,5.353006,5.689738,6.176606,5.659037,5.106707,5.595909,4.430661,4.623217,4.948522,4.575990,5.714615,3.198402,5.207724,3.317069,4.077977,2.868365,5.380319,5.608478,6.610729,4.407281,2.694029,4.421773,4.855566,3.708937,3.778665,4.508937,4.419067,5.672207,5.676481,4.991072,4.350477,5.375097,3.570379,4.394131,4.743743,5.860951,4.378499,6.110187,6.286888,3.773478,4.340447,6.063893,5.098328,4.619770,5.288618,6.371903,5.345932,6.251494,3.338884,5.403942,6.542323,5.511712,7.043406,3.981712,5.125590,3.720889,3.432530,3.690902,6.580643,4.198620,3.109459,4.227795,4.733113,5.676668,5.473019,2.845527,6.467757
C000505,127,2,19,18,1,,5.473222,4.659834,6.092655,5.749097,6.555876,2.992953,4.259154,5.420092,4.119179,4.667028,5.054480,4.922334,3.603633,5.138150,5.260664,4.679020,4.582559,5.721212,8.015631,5.279729,4.348362,5.655077,5.003602,2.925097,6.324491,4.226127,5.379315,4.211960,5.125502,5.793217,5.188081,6.012881,4.600650,5.759392,6.063466,4.190238,4.483637,7.525766,5.921055,4.001251,5.757711,5.017382,3.401157,5.718371,3.720920,4.968955,4.480051,4.656705,4.416860,4.253847,4.098519,3.911273,6.692062,5.200017,5.944783,5.858008,6.683931,4.644239,6.497254,4.912590,4.217707,6.009330,4.302708,5.064174,4.547821,4.487467,5.758455,5.660824,4.815754,3.356606,5.366021,4.097138,5.116961,5.261779,6.687613,4.782056,6.335877,3.654159,6.043960,3.698861,3.917471,2.910380,5.769714,4.349462,4.077688,5.951733,6.157195,4.428536,4.545006,3.726161,4.591983,5.490015,6.725167,5.032588,5.407399,4.970807,4.939683,5.096780,5.075880,4.449760,5.348384,5.412972,4.035721,4.949540,3.207666,4.406697,5.333445,3.077396,5.609194,6.085599,5.378895,5.620694,6.250122,5.812398,5.074870,6.206253,6.157231,6.050575,5.500759,5.782322,5.609464,6.332947,5.884944,6.660657,6.915553,4.747164,6.660123,6.238782,5.849037,5.867390,5.776252,5.336562,2.433896,4.283504,5.307426,6.131054,5.903443,4.939496,6.426270,4.624032,4.192246,3.036689,5.207456,5.334947,5.770280,3.725887,5.378185,5.869973,6.261802,4.079099,4.869045,4.840380,5.168578,3.360070,5.531538,3.843778,6.089969,3.651611,4.292675,4.509521,3.981752,5.553802,3.347907,4.625628,4.738452,6.288007,5.213477,5.995026,5.560669,5.229712,5.264543,5.310001,4.154798,5.253981,7.059701,5.044289,4.223172,5.445963,5.569361,5.106237,5.677275,4.869019,5.474388,4.752228,5.723949,4.397198,6.031668,3.185421,6.208656,6.283782,5.994779,4.060751,6.250371,4.855576,6.012016
C000506,127,3,20,18,1,,4.036858,6.030399,4.980604,5.475887,4.702830,5.396810,5.821168,3.848104,6.779775,3.687484,5.913529,3.841240,4.829991,3.700575,4.099197,4.895137,5.058789,4.175970,5.121884,4.097680,4.442864,5.482871,4.854385,4.498073,4.459013,3.454654,8.166090,5.488669,5.555267,4.694080,5.713811,6.037481,4.887441,6.296923,5.804199,6.004073,5.334981,4.868035,4.961192,4.335664,5.759935,5.540995,4.232494,5.006624,5.755724,4.643540,4.568382,4.908169,3.818262,3.463017,4.376021,5.861753,4.797658,5.736424,6.031142,5.000192,5.889835,6.163577,4.518309,4.399540,5.170272,3.834013,7.069900,5.897815,6.614142,5.347893,5.594507,5.971520,3.937308,4.381753,6.177717,5.089177,4.625566,6.578553,6.473141,4.562454,6.074669,4.521754,4.213252,4.910869,4.591689,6.539419,4.959945,5.334478,5.399597,4.766254,5.820500,6.125742,4.805784,6.448869,4.963000,4.876533,4.366497,3.643161,4.998039,3.843369,3.488419,4.548756,4.560144,5.153926,5.190115,4.255127,3.637351,4.014164,4.391250,5.961115,5.067089,3.140547,5.489700,5.753841,5.829741,6.205174,5.924570,5.540369,6.114213,6.168201,6.311810,5.673104,6.232599,5.330021,5.847232,6.155887,5.523234,5.997974,6.692492,5.335353,5.934095,6.132152,6.720526,6.276605,5.673486,5.942131,5.057548,7.090340,5.908881,4.934551,5.141014,5.389644,4.004709,7.340175,4.424712,5.912836,5.188207,5.438871,6.246661,3.918656,5.168486,5.079462,6.997649,5.591787,3.922611,4.089516,3.809223,5.129459,4.182530,2.620672,3.453471,3.788539,5.720906,4.592920,6.087161,4.559104,4.869861,5.870764,4.889545,5.224779,5.058551,4.413781,5.364211,4.283376,4.198896,4.112693,6.392727,3.973583,2.916398,4.498626,5.058674,5.650005,3.832834,7.116437,4.744426,4.922551,6.436672,4.997217,4.954663,3.733265,3.836317,6.637468,4.225269,4.583038,4.714693,5.149722,5.785886,5.724267,4.758000
C000507,127,4,21,18,1,,5.092570,3.307225,5.015925,3.569052,4.644564,6.351836,4.412576,3.376986,7.421911,4.273119,5.049642,3.534859,5.959948,3.946983,4.877751,4.526848,3.614812,1.728882,5.334900,6.471213,6.305522,6.154466,4.127383,2.680038,4.465034,2.992552,5.936596,4.674992,4.448240,4.526941,5.403435,4.450021,5.305575,3.251796,4.129021,3.689604,5.242368,3.254534,4.461157,4.668706,4.758261,4.771944,3.297573,7.387104,3.924262,5.604436,6.444810,4.554522,4.473907,5.466423,4.431757,2.724553,5.538284,5.078772,5.212638,3.048707,5.975791,5.242144,4.974025,5.310476,4.224828,4.858866,4.826147,3.683757,5.059857,4.571992,7.965138,5.511191,4.324871,5.502352,5.561657,4.838617,4.668896,3.435047,4.742848,7.553460,5.724471,5.840711,4.091252,3.324094,3.388598,5.393761,6.492401,4.992790,5.315466,6.249817,3.801439,4.679109,2.631112,5.588972,5.663695,4.482180,3.410667,4.760801,4.294039,4.994654,5.497227,5.919340,6.420217,4.825948,3.671410,5.206909,4.539480,4.741094,4.273526,5.730462,5.433936,5.567955,5.544014,6.098319,6.311890,5.767966,5.893831,6.131654,5.899678,5.741984,5.768772,6.205485,5.169977,6.108396,5.822854,5.919514,5.672120,6.132798,6.910147,6.557586,6.236805,6.506774,6.350207,5.658569,6.082176,5.543943,5.204142,2.965246,4.682370,3.785253,5.022715,5.632155,4.640904,5.523706,3.233359,3.545798,4.482986,6.829867,4.951914,4.104066,5.513790,4.653695,3.450591,5.824165,5.881426,4.544846,3.873386,6.394954,4.780574,4.146578,4.303048,3.656158,6.595420,4.333607,6.817135,3.546167,6.065345,5.542329,3.769456,4.812569,3.622831,4.525644,6.125906,4.408262,5.137473,5.069385,3.878491,4.219596,6.674734,4.960383,5.396890,6.106924,5.133719,4.466711,5.459939,5.613921,6.359900,5.078799,3.381772,5.189134,4.532200,3.168099,5.102571,5.047354,4.571324,4.145089,5.002356,4.214131,3.794164
C000508,128,1,22,18,1,,5.653144,5.269617,4.801706,4.206029,4.883197,4.944171,4.479728,4.819723,5.929572,3.867725,4.830299,6.019391,4.825186,4.055558,3.083873,5.619792,4.231172,5.493427,4.469898,4.062213,5.784100,4.891886,5.786729,6.707785,6.002944,3.474234,5.686718,6.815059,7.003653,4.640621,5.279206,4.842475,4.093547,5.643556,6.943169,3.311577,5.198406,4.763743,4.334682,5.033555,4.232336,5.444352,5.690336,4.001727,5.516469,4.043925,4.981878,4.184963,5.363349,4.820708,5.579380,4.670482,5.422760,5.715383,3.322040,7.770012,3.431420,4.573936,4.207106,4.607587,5.405404,5.841360,4.681325,6.440514,4.667404,4.825619,4.231454,7.304290,5.427765,3.906647,5.482272,6.635658,5.181231,5.498631,5.973606,3.776185,4.726569,4.635583,5.390048,5.433251,6.550779,6.352710,5.828460,4.937312,5.371474,3.506568,5.968078,5.118427,5.179444,8.069341,6.920924,5.252742,3.746236,3.906575,4.682164,6.865903,4.898864,5.728498,4.398548,4.748878,5.136446,6.281022,4.519188,5.394965,3.798943,4.442890,4.435286,5.280750,6.164502,5.920667,6.242546,5.798132,5.508617,5.801918,5.044725,5.918951,5.698060,6.325537,5.186747,5.640255,5.725868,5.999997,5.080307,5.900073,5.993888,5.053403,6.235796,5.907687,5.911276,5.431469,5.843199,5.749344,5.192077,4.788093,6.560210,3.234857,4.807064,2.822961,3.565212,4.624620,5.062547,6.897015,4.948293,5.520587,5.445568,4.449907,3.491427,4.709951,5.453477,6.027201,4.628202,4.046626,4.486820,4.459775,5.021272,4.847361,3.721525,2.655813,4.406359,5.533737,3.867419,4.710424,5.869283,5.650385,5.744647,4.010924,3.891308,6.241118,5.081278,5.648378,5.830116,7.744360,5.781058,5.612283,7.465332,5.844732,4.237830,4.160165,4.752658,6.453901,3.035746,5.182253,4.658725,3.827216,3.958173,4.766018,4.639428,3.385745,4.557257,5.417662,3.494070,5.558515,5.414922,2.496685,5.427701
C000509,128,2,23,18,1,,5.913029,5.356804,5.592637,4.680949,3.897392,5.748544,5.255384,4.456380,3.633820,6.423458,4.448857,5.132425,4.530960,5.054714,4.916860,4.243784,3.725882,4.329313,4.804213,6.081738,5.981218,5.185663,6.758364,5.608914,5.042898,6.084806,3.371199,5.891780,3.756496,4.774207,5.380786,4.377862,5.665079,5.487533,3.026796,4.179757,5.222015,6.910899,5.732355,5.081964,5.381897,6.881737,2.735200,6.210469,6.039465,5.537079,6.482498,3.888517,3.528774,3.108254,5.808345,4.372289,3.294185,4.857896,4.583132,4.620332,4.991999,5.766468,5.024125,6.757143,4.198664,5.638577,3.782141,6.165942,5.984756,6.174274,7.462527,4.636337,3.475366,4.367246,3.620669,6.804340,5.178203,5.454966,5.451767,4.363944,5.389511,5.513545,6.056638,5.548277,4.117119,5.137604,6.336573,5.920164,7.775764,5.371037,4.816214,3.729412,3.996784,4.627877,4.538761,5.281349,4.718366,5.463656,5.870070,5.227349,3.879599,6.405663,5.690884,4.835192,3.733598,4.255241,4.392153,4.481324,4.766811,5.004102,2.256122,5.567813,6.699886,5.440528,6.913745,5.897983,6.627762,5.782992,5.918263,6.575510,5.824627,5.731255,5.535522,5.726838,5.293100,5.642773,6.106911,5.827346,5.751539,5.721724,5.908263,6.990593,5.657301,6.857167,6.148547,6.484718,5.596612,5.990953,4.529393,4.934746,5.297540,4.194509,6.479264,4.323966,7.018900,4.399316,8.010298,6.209573,5.109681,5.610099,4.628244,5.527124,3.440165,6.514221,3.975277,5.584474,5.337557,6.288814,7.591429,4.377038,4.707254,5.511359,4.470445,5.016104,3.327153,6.115144,6.864338,5.873706,5.379510,5.773715,2.542713,4.507676,5.044375,5.809674,6.951588,4.061919,4.703068,4.489093,4.949177,4.378038,6.209307,4.864877,4.925448,3.568831,5.885699,4.722752,3.439590,7.123773,6.102281,3.401468,5.846842,7.589316,5.941173,4.816082,5.032708,3.924520,4.336070,4.990526,4.767473
C000510,128,3,24,18,1,,5.557672,4.401226,4.235321,4.434670,4.751420,4.515943,7.438006,5.471960,3.000880,3.670162,6.736566,3.513051,5.437108,4.753203,4.191053,4.108739,5.647217,3.375962,6.149378,4.345810,5.201919,4.805708,6.007427,5.815434,5.369466,5.033572,5.055350,5.541182,4.009323,4.245003,7.982337,5.836663,5.680624,4.396183,4.547351,4.314780,4.736341,5.586355,6.236762,4.549271,4.618208,5.377616,4.377906,3.850079,3.943877,4.933503,4.861497,5.514938,5.938864,6.660224,5.924317,4.958951,4.324056,3.955648,5.552475,6.477881,5.446701,5.124426,6.718436,3.598809,6.533734,4.833432,5.249807,5.736436,5.682118,4.153207,3.983892,6.366500,5.824531,4.040065,5.895266,5.469129,4.433917,4.022844,4.117254,4.549076,3.087308,3.828109,4.719702,6.160878,3.144131,3.673009,5.524568,4.992983,4.988329,4.537015,4.382385,3.982566,4.811721,4.484257,2.657831,5.581569,4.275614,4.358026,4.527037,5.338484,5.481079,3.557285,4.780849,6.113532,4.293596,5.303511,5.477845,4.895286,4.414509,3.953055,4.688903,3.714030,5.670527,5.181612,5.991539,5.807972,6.270768,5.639930,6.208032,6.375248,6.373631,5.967016,6.070118,6.177808,5.011496,6.044310,5.588170,5.877586,5.857838,5.564212,5.904439,5.625558,5.570176,5.779862,6.540381,5.510361,3.697970,7.129266,6.286320,5.736768,7.303997,8.842936,3.525593,5.507554,5.440364,4.979424,4.335027,8.245110,4.441647,3.137900,3.931747,5.353124,3.124387,6.736779,5.080447,5.331163,6.654981,3.993442,5.343164,5.679604,3.610605,4.082806,4.443350,6.414534,4.700362,4.790553,3.356069,4.431142,5.983626,4.867864,5.724665,3.939456,5.058160,3.390215,5.566305,3.875742,5.017059,6.501386,5.490597,5.191213,4.771311,5.850466,5.625169,3.731700,5.172494,5.372204,4.438582,3.984955,6.869864,4.503374,5.769159,3.500428,5.497096,4.545825,5.330076,6.232077,3.904490,5.512623,6.168402
C000511,128,4,25,18,1,,3.744119,5.082583,4.771786,4.095131,5.004713,4.930061,5.485008,2.445087,5.595145,5.786457,4.157391,4.518867,3.122986,5.671703,5.196088,3.333730,3.929410,5.315033,5.389692,5.640955,5.661720,3.250639,5.688229,4.635424,3.944473,5.840236,5.417450,5.662166,4.399830,5.872174,2.734727,4.728079,3.076081,4.111842,5.573616,5.080691,6.017598,5.044327,6.514991,4.612312,6.848753,4.759157,6.568917,4.337985,4.868322,6.787415,5.541474,4.997680,4.486326,4.949531,6.415539,2.210684,5.875150,3.335017,3.254636,3.432363,1.898984,5.780492,5.550271,5.791157,5.271030,4.504009,6.244150,4.539118,3.872810,4.484563,6.470681,4.773112,1.773050,3.711725,4.659873,4.621147,5.694518,5.579571,5.825669,5.774390,4.755763,6.046737,3.412411,5.150594,6.383312,5.084841,5.078486,4.413787,4.274318,6.141227,6.999850,5.130203,4.720263,5.493676,4.842196,5.105988,3.796388,4.522590,3.725778,5.753389,5.464772,4.426073,4.596607,5.301225,5.153114,4.706644,4.392796,5.244179,5.061985,5.641932,4.706981,5.416018,6.476360,5.843001,6.228931,5.954093,6.426970,5.477421,5.502230,5.943948,6.108401,6.234629,5.605152,5.792225,6.442694,5.179126,5.683698,6.270790,6.191813,5.317197,6.606204,5.744292,6.539085,5.236721,6.758538,6.441791,5.449869,4.260461,4.736509,5.509287,3.808293,5.612201,3.933056,5.797199,7.391737,3.139669,3.630393,5.951571,4.206996,4.729613,5.544147,4.143926,5.505777,6.011714,5.645107,3.448624,4.206627,4.340551,5.141241,6.305376,6.122853,6.910004,7.022108,5.729564,4.715912,5.039730,4.634065,6.502250,4.391040,5.051290,5.712381,5.610109,5.470787,5.215231,4.587347,5.024766,5.619180,5.307763,3.612224,4.776571,5.537525,5.903874,3.791944,4.735380,6.014602,5.859020,5.157820,4.959712,5.364346,5.983468,4.466439,5.951455,4.370870,2.742351,6.691371,6.259857,4.003624,5.429918,5.224809
C000512,129,1,26,18,1,,6.363788,2.841889,4.852340,6.585776,4.066802,3.797385,5.301755,5.253078,5.035019,4.378339,2.698615,4.609542,7.729812,5.498616,3.945781,5.020125,5.733433,3.207396,5.112397,3.748024,5.685940,1.038765,5.491501,4.278235,5.220196,2.713926,5.286167,6.276461,4.593510,6.192141,6.951151,5.354182,3.271270,4.245225,6.028366,5.661890,6.802471,5.466221,5.934067,6.041075,6.228088,4.305108,5.614368,5.082834,4.121992,4.661130,5.346929,4.928689,4.411535,3.397083,5.529795,2.930724,6.454407,5.049154,3.548713,6.633762,4.670124,4.543700,4.811422,4.148620,4.450145,4.348221,5.879608,5.105346,5.730326,5.080429,5.854550,5.456513,4.031305,6.270920,3.330871,2.650045,5.176680,5.391244,4.653604,7.641181,4.871063,4.480692,5.176015,4.793636,4.518291,5.163858,5.059124,6.332673,5.027714,4.941995,4.893853,5.972889,4.909659,5.661516,4.252266,4.376025,4.841453,4.769401,8.242014,5.296744,4.514991,4.786629,3.645051,4.560755,5.636138,3.515377,5.294951,5.703112,5.091194,4.507147,4.197459,4.270014,6.088925,5.409599,6.128277,5.023820,6.025170,5.649288,5.867980,5.760307,5.318051,5.889417,6.715870,6.463364,5.966337,5.765758,5.497640,6.433593,6.307138,6.598650,5.939180,5.228730,6.041839,5.800129,6.109954,6.305022,5.534021,3.671271,4.008061,5.028716,4.942918,3.326667,3.876121,4.762443,3.953089,6.278572,5.667905,5.273130,5.448282,6.374419,6.502724,5.491777,3.285786,4.642024,7.144527,4.735652,5.446381,6.739384,4.220870,4.216706,4.888729,5.159072,6.636575,6.812197,5.646835,6.904569,3.705097,4.745049,5.947917,2.467347,1.609017,6.326423,4.735368,3.646872,5.931567,3.754037,7.295996,7.273415,5.925509,4.643348,4.575331,5.796495,7.953416,5.189087,5.045083,5.418647,5.016265,6.567413,5.138012,5.289725,6.046145,3.657485,4.421866,6.156819,3.830765,2.867634,2.800415,5.712097,3.212532
C000513,129,2,27,18,1,,5.360302,7.043158,4.553336,3.902358,4.561239,3.906180,5.358216,5.497351,4.802083,4.709755,6.078187,5.811327,4.446206,5.091451,5.730261,5.576656,5.257365,5.545212,4.974631,4.323045,3.434030,6.146440,6.550007,4.765572,3.698937,5.037535,4.872285,4.863499,5.425665,4.039878,5.196211,4.250332,6.214406,5.682184,5.890345,6.862029,6.221496,5.794003,4.906308,4.194074,5.199750,6.403878,5.367403,5.943267,4.057449,7.096294,4.714223,5.077099,5.004887,4.119709,5.654439,3.792933,4.380280,6.059577,3.943207,6.430718,4.231333,4.793831,4.977896,5.426107,6.105355,5.899025,5.202072,5.751600,6.107504,5.176542,4.455674,3.585235,3.740598,3.837737,5.446334,3.590785,5.325843,6.748010,3.172754,4.833475,4.791092,3.554817,7.130357,6.272853,5.209044,4.042663,5.190341,4.992519,4.385444,5.157240,4.604901,4.002752,3.692620,4.957330,3.817320,4.713580,6.026832,4.770756,5.803724,4.056618,3.441791,7.235685,4.583364,4.987494,5.547929,5.079006,4.524468,5.479573,4.126965,3.495090,5.849159,5.373275,6.299874,6.403190,5.318257,5.786029,5.477757,6.286408,6.365178,5.819580,5.789590,5.761883,6.899894,5.142323,6.606507,6.074825,5.735694,6.212179,5.758043,5.744114,5.559470,6.469415,5.359520,5.986146,5.896202,6.233396,4.189271,5.522803,5.762161,7.167311,3.947070,4.713998,5.203917,4.284095,5.346005,5.551239,4.851487,4.755839,6.809265,6.949499,5.205678,2.630009,4.331161,3.912486,6.997415,4.490771,4.161441,4.691174,5.672121,4.331084,4.664389,4.240963,5.608879,4.793594,5.263615,6.150823,4.746684,3.812967,5.370172,5.655572,6.092285,4.499794,5.024632,6.226834,4.822822,5.403564,6.530023,4.742475,4.609537,4.214643,6.135256,4.850905,3.222977,4.070096,3.863224,6.127473,4.844531,6.262775,5.725359,6.104424,6.740641,5.309445,5.441743,7.066431,5.067892,6.169861,3.557471,4.841494,4.527161
