SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,BIDIR_TAIL_L2_031,BIDIR_TAIL_L3_032,BIDIR_TAIL_L4_033,BIDIR_TAIL_L5_034,CODE_RAIL_L1_060,CODE_RAIL_L2_061,CODE_RAIL_L3_062,CODE_RAIL_L4_063,CODE_RAIL_L5_064,CONSTANT_VALUE_L1_050,CONSTANT_VALUE_L2_051,CONSTANT_VALUE_L3_052,CONSTANT_VALUE_L4_053,CONSTANT_VALUE_L5_054,EQUIPMENT_SUSPECT_L1_055,EQUIPMENT_SUSPECT_L2_056,EQUIPMENT_SUSPECT_L3_057,EQUIPMENT_SUSPECT_L4_058,EQUIPMENT_SUSPECT_L5_059,HEAVY_TAIL_L1_035,HEAVY_TAIL_L2_036,HEAVY_TAIL_L3_037,HEAVY_TAIL_L4_038,HEAVY_TAIL_L5_039,LOW_SAMPLE_UNCERTAIN_L1_070,LOW_SAMPLE_UNCERTAIN_L2_071,LOW_SAMPLE_UNCERTAIN_L3_072,LOW_SAMPLE_UNCERTAIN_L4_073,LOW_SAMPLE_UNCERTAIN_L5_074,MISSING_LIMIT_L1_065,MISSING_LIMIT_L2_066,MISSING_LIMIT_L3_067,MISSING_LIMIT_L4_068,MISSING_LIMIT_L5_069,MIX2_MEANSHIFT-OUTWARN_L1_115,MIX2_MEANSHIFT-OUTWARN_L2_116,MIX2_MEANSHIFT-OUTWARN_L3_117,MIX2_MEANSHIFT-OUTWARN_L4_118,MIX2_MEANSHIFT-OUTWARN_L5_119,MIX2_WIDE-SEVOUT_L1_105,MIX2_WIDE-SEVOUT_L2_106,MIX2_WIDE-SEVOUT_L3_107,MIX2_WIDE-SEVOUT_L4_108,MIX2_WIDE-SEVOUT_L5_109,MIX2_WIDE-SUBPOP_L1_110,MIX2_WIDE-SUBPOP_L2_111,MIX2_WIDE-SUBPOP_L3_112,MIX2_WIDE-SUBPOP_L4_113,MIX2_WIDE-SUBPOP_L5_114,SUBPOP_GAP_L1_040,SUBPOP_GAP_L2_041,SUBPOP_GAP_L3_042,SUBPOP_GAP_L4_043,SUBPOP_GAP_L5_044,TAIL_RISK_L1_045,TAIL_RISK_L2_046,TAIL_RISK_L3_047,TAIL_RISK_L4_048,TAIL_RISK_L5_049,MIX2_GROSS-WIDE_L3_172
C000281,71,2,-14,-18,2,47,-0.0308073,1.22126,1.11525,5.15933,28,21,48,37,0,0.999985,1,1.25,1.5,1.75,0.948014,0.928926,1.02864,1.00993,0.717917,0.934325,0.979794,1.05655,0.875909,1.09765,,,,,,0.955861,1.00754,0.971225,0.920953,1.11036,0.886991,0.811688,0.75023,0.679831,0.600395,1.04236,0.930838,0.815078,0.377638,11.6536,0.924527,0.709262,0.0314039,-1.43932,0.626526,1.02518,1.07023,1.23463,1.20894,0.989198,0.996765,1.31575,0.902443,0.88586,2.02692,1.31559
C000282,71,3,-13,-18,2,31,0.792646,1.61105,0.422013,3.43929,35,15,39,42,63,0.999916,1,1.25,1.5,1.75,1.02698,0.926487,1.02411,0.947637,0.847365,0.979039,0.905349,0.997624,1.03874,0.93614,,,,,,0.929393,1.02522,0.999425,1.0175,0.959452,0.906449,0.793727,0.729608,0.676381,0.51058,1.07576,1.11894,0.622319,0.973288,1.46116,1.04936,1.59172,2.37928,3.43531,6.73569,1.04229,1.0707,1.22925,1.16766,0.579014,0.911262,1.18133,0.991853,0.87618,1.09947,1.20024
C000283,71,4,-12,-18,2,47,0.650333,1.01924,2.9165,-2.30142,18,42,27,32,0,1.00006,1,1.25,1.5,1.75,0.996522,1.05654,0.997814,1.0602,0.817699,0.989766,1.03463,0.977137,0.999261,1.08487,,,,,,1.0227,0.932285,0.934371,0.960133,1.01197,0.963736,0.865284,0.769033,0.625044,0.532422,1.07144,-1.24666,0.799756,0.515532,1.06631,1.03578,1.63147,-0.186864,-0.367829,-5.09292,1.00651,0.982778,1.17798,0.76407,0.939054,0.676259,0.935883,1.33727,1.54033,1.91974,0.73952
C000284,72,1,-11,-18,2,17,0.258446,0.322229,1.37143,2.2051,43,22,19,20,35,0.99989,1,1.25,1.5,1.75,1.00113,0.998561,1.02857,0.982819,1.00028,1.03724,1.04601,1.05967,0.988979,1.01429,,,,,,1.0431,0.982572,1.01462,1.05399,1.01404,0.914603,0.842262,0.722729,0.686179,0.535083,1.09352,1.17482,1.07313,6.26248,-0.224109,1.21997,0.481078,2.26137,-2.34179,0.927159,1.08073,0.937757,1.18243,1.25634,0.87945,0.843033,0.92095,1.34012,1.37383,2.08737,1.20318
C000285,72,2,-10,-18,2,60,2.00527,0.648335,1.568,5.46985,35,32,30,28,0,0.999986,1,1.25,1.5,1.75,0.993708,0.961138,1.01597,0.846831,1.13118,0.964543,1.05433,0.831582,0.998326,0.991351,,,,,,0.947185,0.936038,1.02699,1.03682,1.05539,0.900793,0.832758,0.763142,0.665455,0.587642,1.01059,3.11755,1.3895,0.827546,10.771,1.28361,1.57679,-0.291194,2.96679,2.16162,1.03638,1.12309,0.78741,1.23307,1.01511,1.1402,1.08653,1.08929,0.990381,2.01184,1.06618
C000286,72,3,-9,-18,2,60,0.340702,2.76168,1.20121,-1.59391,35,40,0,18,28,1.00007,1,1.25,1.5,1.75,1.05941,0.973827,0.999723,0.924032,1.03168,1.00284,1.02731,1.02569,0.981221,1.08075,,,,,,0.972386,0.97438,0.963588,1.04016,0.987328,0.945246,0.79432,0.769737,0.682169,0.513096,1.07306,1.323,1.63918,1.67713,-1.42056,1.08341,1.42129,0.0836563,2.97853,-4.66837,0.973776,0.955442,0.779924,1.22989,1.37971,1.03938,1.14917,0.952585,1.02436,0.736256,1.91802
C000287,72,4,-8,-18,2,60,0.687608,0.485159,4.27879,-0.569994,34,24,45,36,63,0.999926,1,1.25,1.5,1.75,1.0011,0.998773,0.942333,1.06081,1.01383,0.977003,0.997955,1.03139,1.0521,0.950896,,,,,,0.977847,1.00795,0.95467,0.992343,0.961074,0.882703,0.826175,0.726965,0.668901,0.50204,0.946647,0.839091,0.761098,0.723972,0.790362,0.958376,0.408631,0.154549,2.13449,2.01535,0.974742,1.05225,0.726941,1.27573,0.931635,0.836697,0.763643,0.90932,1.47627,2.00748,1.26788
C000288,73,1,-7,-18,2,60,0.132787,1.18561,2.41005,-4.00328,31,31,0,25,41,1.00002,1,1.25,1.5,1.75,0.992542,1.06667,1.07139,1.05323,1.03422,1.0233,0.963047,1.03046,1.02783,0.968975,,,,,,0.937543,1.0526,0.924441,0.928587,0.991781,0.89547,0.854649,0.772979,0.641772,0.592627,0.921351,1.22876,1.1782,0.555558,3.04656,1.00067,0.465053,0.44794,-1.29093,7.54261,1.04415,1.11481,1.16143,0.713179,1.02452,1.14267,1.08904,0.94054,1.29319,2.05895,0.855583
C000289,73,2,-6,-18,2,60,1.04496,0.495243,0.8031,2.53467,17,22,25,22,63,0.999951,1,1.25,1.5,1.75,0.989292,1.04755,0.840661,1.08325,0.82268,0.950283,1.03066,0.971655,0.981619,1.06705,1.04257,,,,,1.00914,1.05682,1.03962,0.99005,0.953887,0.946034,0.838092,0.79315,0.652711,0.479842,0.881379,1.01875,-1.95211,0.437679,10.8234,0.876213,0.298382,0.105869,4.55574,-4.84539,1.0151,1.11636,0.803126,1.26949,0.613255,1.22822,1.13545,0.78583,0.795639,0.83501,0.653038
C000290,73,3,-5,-18,2,60,0.285284,1.01636,3.29237,-1.28258,63,38,17,63,38,0.99994,1,1.25,1.5,1.75,0.944444,0.964628,0.88361,1.01705,0.972255,0.968644,1.07596,0.981049,0.701022,1.02652,,,,,,1.03544,0.988746,1.05553,0.887954,1.0094,0.916028,0.814856,0.750601,0.349573,0.518792,0.819362,1.16018,1.10095,-3.64539,10.7978,0.958453,0.527001,1.7881,2.77546,7.76618,0.952787,0.88513,0.773782,1.23604,1.24798,0.87605,0.80365,1.30768,1.46143,1.98014,1.30141
C000291,73,4,-4,-18,2,60,1.23179,1.44605,-0.935675,-1.78955,27,37,23,0,26,1.00025,1,1.25,1.5,1.75,0.963416,1.05072,1.01549,0.980628,1.18492,0.984828,0.923581,0.951683,1.07592,0.998727,,,,,,1.01604,0.933013,0.937903,0.996945,0.950771,0.948408,0.862219,0.746163,0.692342,0.592017,0.925165,1.03009,3.94812,1.13937,9.97916,1.09152,0.597275,1.71417,3.07312,7.5115,1.04763,1.01271,1.11203,0.70872,0.713651,0.841164,0.722992,0.755613,0.841826,1.98112,0.983538
C000292,74,1,-3,-18,2,60,1.18742,0.278708,1.58782,4.06926,30,37,46,37,0,0.999961,1,1.25,1.5,1.75,0.971365,0.983715,0.983592,0.913568,0.990942,0.955415,1.00592,0.97726,0.948753,1.09776,,,,,,0.899267,0.991874,1.01345,0.987895,0.93453,0.893811,0.838443,0.785775,0.647117,0.562233,0.842894,1.09321,1.54304,1.55214,-0.289312,1.02031,0.241301,0.111569,3.21959,-0.930652,0.932669,0.774136,1.23502,0.713694,1.01123,0.957947,1.15575,0.985565,0.864437,0.813556,0.72945
C000293,74,2,-2,-18,2,60,0.645499,2.02817,0.656133,1.34452,31,13,30,63,63,0.999902,1,1.25,1.5,1.75,1.03797,0.964477,1.01331,1.12021,1.05683,1.00018,0.963424,0.964316,1.0115,0.902229,,,,,,0.975389,1.02467,1.02536,0.986731,1.03189,0.905492,0.840293,0.76837,0.658647,0.584039,0.865014,1.17884,0.739998,-4.06038,-6.23045,1.03487,0.512709,1.70292,-1.9105,7.98864,0.971,0.800322,0.799762,0.736137,1.31729,0.995165,0.915083,0.923132,0.90118,0.906926,0.413949
C000294,74,3,-1,-18,2,9,1.24668,0.174203,-0.170367,0.446234,33,17,39,63,0,0.999853,1,1.25,1.5,1.75,0.988306,1.01446,1.01229,1.08319,0.882634,0.927228,0.984538,1.05189,1.00929,1.09354,,,,,,0.999681,0.995451,0.960511,0.952291,1.05953,0.932958,0.796855,0.788468,0.547719,0.518077,0.985547,0.942928,0.882963,0.844923,9.70385,0.989862,1.44458,-0.0662615,3.54981,1.19656,0.970351,0.943909,0.769337,1.29341,0.933736,0.995809,1.1133,0.766046,1.51774,0.847839,0.760365
C000295,74,4,0,-18,2,60,0.0804401,0.478218,2.54344,6.37595,39,22,39,63,29,1.00006,1,1.25,1.5,1.75,0.977516,1.017,1.02331,0.95135,0.821724,1.0551,0.989277,0.925538,0.93893,1.04469,,,,,,0.952297,1.07502,1.07554,0.965187,0.991594,0.910352,0.825449,0.832934,0.680847,0.551874,1.02886,0.821291,0.944709,1.1788,0.0343968,0.92781,0.286776,0.358652,-0.940588,-0.698345,1.05754,0.881995,0.90894,0.71626,1.26723,0.782086,1.00905,1.0498,0.741422,1.94782,0.967153
C000296,75,1,1,-18,2,15,0.882262,3.32774,-1.14093,2.83985,26,37,33,33,0,0.999927,1,1.25,1.5,1.75,0.980334,1.00425,0.995,1.00398,0.996315,1.0219,0.988534,0.988844,0.941837,1.01779,,,,,,0.977299,0.996813,1.00758,1.00668,0.977736,0.939199,0.86551,0.746393,0.709856,0.558144,1.10056,1.16084,1.34641,1.38462,0.521461,0.934157,1.33053,0.0979643,-1.07469,-5.83303,0.982851,0.709529,0.68642,1.26704,1.36348,0.748272,0.810037,0.71229,0.934219,0.97565,1.19175
C000297,75,2,2,-18,2,60,1.36472,2.17739,1.69834,6.27307,32,38,26,39,18,0.999907,1,1.25,1.5,1.75,1.01389,1.09785,0.967298,0.987572,1.06369,0.930051,1.13482,1.00119,1.00713,0.956491,,,,,,0.921826,1.07605,1.01047,1.03824,1.06192,0.930884,0.861327,0.764913,0.619413,0.525649,1.00569,0.973366,4.52697,1.90032,1.08968,0.895767,0.0948326,-0.383865,3.5492,0.683239,0.90494,0.964634,0.865444,0.741372,0.662609,1.10549,0.92104,1.25334,1.40746,0.842241,1.09869
C000298,75,3,3,-18,2,54,1.21775,0.661008,0.572242,-0.317973,42,42,29,63,0,1.00005,1,1.25,1.5,1.75,0.972464,1.01535,1.02375,0.950906,0.897034,0.989681,0.988867,0.986863,1.00867,0.959957,,,,,,0.96303,0.963558,0.936699,0.95504,0.952317,0.892068,0.82392,0.763631,0.663194,0.560663,1.0371,1.00819,1.13017,1.13961,0.645528,0.903235,1.5117,-0.187375,3.11614,-6.07697,1.05219,1.03735,1.20177,0.851472,1.42972,0.878455,0.85344,1.0906,1.25315,0.824151,1.31294
C000299,75,4,4,-18,2,48,0.614622,-1.28736,1.01589,0.277762,29,0,29,63,44,0.99994,1,1.25,1.5,1.75,0.985106,0.913531,1.07254,1.07659,0.982146,0.946803,0.983224,1.02504,0.989535,0.989884,0.96832,,,,,1.01404,0.961072,0.941769,1.05586,0.95646,0.931133,0.806849,0.711456,0.658723,0.584179,1.15341,0.908796,0.923573,1.633,1.18031,1.03668,0.48635,2.37471,-1.84382,7.34886,1.00202,0.81682,1.20205,0.63043,1.34471,1.17528,0.909123,0.889835,1.16704,0.80515,1.0076
C000300,76,1,5,-18,2,60,1.10039,0.233899,-0.341276,1.081,23,18,30,0,63,0.99987,1,1.25,1.5,1.75,1.01639,1.07416,0.999777,0.984816,1.01111,0.966447,1.05647,0.979319,0.962562,1.00407,,,,,,0.958904,1.05011,1.05159,1.00131,1.02765,0.918535,0.857833,1.01946,0.651957,0.52733,1.19416,0.688634,0.764676,0.930121,9.57905,1.03499,1.3289,1.77987,2.72901,5.62472,0.960521,0.898205,1.2002,0.7715,0.939876,1.22747,0.966601,0.967897,0.883114,1.09428,1.03632
C000301,76,2,6,-18,2,6,0.191272,0.125234,0.118947,1.21213,33,32,28,31,0,1.00007,1,1.25,1.5,1.75,1.02575,1.05958,1.0205,1.05113,0.891809,0.961596,0.983858,0.95107,1.02427,1.02052,,,,,,0.841972,1.02651,1.0133,1.04325,1.03077,0.902092,0.832278,0.741599,0.658873,0.579608,0.871491,0.983451,0.684247,1.33881,-9.25539,1.18405,0.586018,2.27046,3.16558,-4.29628,1.06559,1.12379,0.92041,1.31594,0.907053,1.12858,1.21011,0.557818,1.39509,1.11277,0.629689
C000302,76,3,7,-18,2,60,1.53133,1.58331,2.05332,-1.33011,29,44,31,39,63,0.999906,1,1.25,1.5,1.75,1.0188,0.917081,1.00839,1.03889,0.993409,1.03999,1.02508,1.04751,1.08527,1.01369,,,,,,0.944599,1.0023,1.04465,0.939871,1.03245,0.927728,0.866658,0.747491,0.589052,0.588877,0.924864,1.29627,1.45827,0.532416,1.02138,0.948409,0.663164,2.39825,3.8119,7.39429,0.963371,1.12514,0.875503,1.26954,1.10609,0.978863,0.978321,0.741107,1.36601,0.757238,1.28877
C000303,76,4,8,-18,2,60,0.732783,0.685704,-0.0333704,1.61299,23,24,40,26,63,1.00004,1,1.25,1.5,1.75,0.963445,0.978043,1.04831,1.06042,0.9647,0.991164,0.93583,1.0011,1.09159,0.960837,,,,,,0.960929,1.02277,1.06246,0.988257,0.940307,0.894937,0.8218,0.742662,0.646764,0.568483,0.801995,0.820583,1.56863,0.68175,-0.552841,1.08709,1.27561,0.151781,-1.8492,-4.78793,0.976602,1.18586,0.838255,1.33348,1.0246,0.770215,1.07738,0.973576,0.974407,1.39971,0.662476
C000304,77,1,9,-18,2,60,0.578878,1.33548,0.545288,1.25555,41,28,0,63,31,1.00002,1,1.25,1.5,1.75,1.00498,0.977759,1.05316,1.02438,1.00243,0.985385,1.06373,0.919816,1.00879,1.01685,,,,,,0.971347,1.047,0.880653,1.01763,0.93195,0.938172,0.809977,0.808136,0.654471,0.632816,0.95202,1.13568,1.07487,-4.3087,1.07554,0.864196,1.69282,-0.0669763,-1.24812,7.70062,0.950989,1.17263,0.872603,1.18943,1.44176,1.13319,1.29976,0.966818,1.07016,0.855601,1.22416
C000305,77,2,10,-18,1,,0.982052,2.01686,0.484283,2.75631,22,25,36,30,0,0.999992,1,1.25,1.5,1.75,1.0165,1.02138,1.03426,1.10542,0.931601,0.998872,1.04307,1.02445,1.00671,0.938527,,,,,,1.05577,0.982124,0.978166,0.979094,0.973823,0.917431,0.807937,0.810313,0.671805,0.574506,1.25554,1.00252,0.992485,1.79257,-7.37542,0.769698,0.275739,-0.389747,-1.34808,7.91149,0.996127,1.16561,0.735709,0.751334,0.626979,0.743032,1.23067,0.701449,1.27415,0.905959,0.552499
C000306,77,3,11,-18,2,60,1.1868,1.73812,2.1483,0.792598,31,29,63,35,63,0.999943,1,1.25,1.5,1.75,1.02389,0.926356,0.940998,0.965896,1.08297,1.10098,1.03923,1.04625,1.06777,1.04997,,,,,,0.957965,1.02826,1.06566,1.01417,1.0545,0.885197,0.833624,0.787187,0.677838,0.526498,0.950305,1.01119,1.20497,0.888424,0.567813,0.886696,0.470213,2.12625,-1.25789,8.84245,0.93416,1.16635,0.850934,0.750955,0.675147,0.902751,1.00918,0.870647,1.1222,0.870313,0.747102
C000307,77,4,12,-18,2,60,-0.138288,2.13187,2.15701,2.08208,30,37,34,63,0,1.00009,1,1.25,1.5,1.75,1.00442,0.903868,0.962983,0.934466,0.579091,0.946509,0.971937,0.986692,1.01931,0.930579,,,,,,0.982886,1.0446,0.98297,0.976492,0.976598,0.941874,1.1025,0.768977,0.331927,0.848982,0.869946,1.07098,1.31393,1.19515,0.94593,0.883294,1.8595,-0.41201,3.37594,6.55956,0.909775,1.07483,1.20988,0.77581,1.35846,1.03504,1.02924,0.876165,1.00714,1.00926,0.76885
C000308,78,1,13,-18,2,60,1.12388,0.383876,1.11828,1.5505,33,22,22,22,63,0.999788,1,1.25,1.5,1.75,1.03547,1.00716,0.956374,1.00698,0.990713,1.04753,1.0384,1.02766,1.03546,1.03265,,,,,,0.987015,0.944766,1.02715,0.924377,1.02446,0.884388,0.799644,0.711014,0.585483,0.611673,0.929298,1.11821,1.15877,0.353338,10.9537,0.98774,0.523873,0.00185983,-1.97472,1.16377,0.9829,1.05078,1.16588,0.801799,0.681028,1.08626,0.864071,1.18427,1.0204,0.988349,0.596631
C000309,78,2,14,-18,2,54,1.29339,3.56847,-1.26129,-2.31397,29,35,0,39,30,1.00007,1,1.25,1.5,1.75,1.00717,1.0689,1.0111,0.962375,0.56472,1.02442,0.950468,0.991154,0.996913,0.925486,,,,,,1.00692,0.932001,0.929224,0.993417,0.958615,0.909462,0.786224,0.719557,0.637154,0.518173,1.16218,0.808761,0.629043,0.687207,0.746452,0.88831,0.691045,1.90434,-1.15453,7.47394,1.06433,1.12994,0.772589,0.695795,1.34045,0.949281,0.924298,1.36916,0.582626,1.97519,0.84027
C000310,78,3,15,-18,2,60,0.538265,0.646315,1.80003,0.396846,25,22,19,25,0,1.00017,1,1.25,1.5,1.75,1.04028,1.01329,1.01457,0.839928,0.837304,0.990695,1.02049,1.00025,0.997249,0.971556,,,,,,0.881502,1.02328,0.987936,1.06422,1.03095,0.952061,0.840049,0.686597,0.59965,0.591979,1.04489,2.73491,3.77256,6.39417,-0.793368,0.961152,1.66348,-0.293304,3.3009,-6.09751,1.05286,0.771396,1.16144,1.3147,1.05578,0.838305,1.11495,1.00876,1.58023,1.07684,1.34104
C000311,78,4,16,-18,2,59,0.999331,0.55022,1.91282,-1.93873,37,28,28,32,63,0.999803,1,1.25,1.5,1.75,1.00171,1.03076,0.996515,1.0154,0.784197,1.01632,0.949696,0.987114,1.00843,0.966225,,,,,,0.967459,1.02238,1.17626,0.922534,1.0152,0.936291,0.877097,0.764417,0.670485,0.533306,0.880446,0.90854,0.926954,0.939867,-0.610783,0.910873,0.132876,0.0399364,3.00196,7.6838,1.03898,0.887448,1.25956,0.755148,1.36743,1.32566,0.775327,0.792022,0.675445,2.00479,0.823053
C000312,79,1,17,-18,2,11,0.482955,0.0752779,-0.845994,4.98819,15,22,28,63,32,1.00019,1,1.25,1.5,1.75,0.974412,0.916586,0.956753,1.02004,1.42253,0.987,1.02913,0.954773,1.02831,0.957701,,,,,,1.05569,1.0409,1.03054,0.97078,0.999498,0.915673,0.811921,0.765614,0.613783,0.624103,0.906981,1.15865,0.980395,0.805912,9.20591,0.890225,1.62407,1.8679,2.92182,6.36844,1.02006,1.09286,0.883496,0.788817,0.662482,0.921451,1.0062,1.40144,0.710809,1.09639,0.707106
C000313,79,2,18,-18,2,25,0.52446,1.58568,1.08662,1.5586,63,63,18,36,40,1.00001,1,1.25,1.5,1.75,0.994307,0.972171,1.09527,1.04495,1.09381,1.07249,1.00697,0.957432,1.06104,0.949318,,,,,,0.988748,1.11737,1.00272,0.979016,1.00393,0.885208,0.836324,0.762913,0.620369,0.507247,1.09948,1.03038,-1.90135,0.829932,8.62163,0.86793,0.495191,2.48664,3.47818,9.28639,0.973781,1.17259,1.22581,1.28327,1.04804,1.24436,1.10156,0.777474,0.811831,2.13248,1.08873
C000314,79,3,19,-18,2,60,1.58044,0.450517,0.656542,7.71642,30,0,0,35,63,1.00001,1,1.25,1.5,1.75,0.989625,0.981499,0.938914,0.974777,0.972002,1.03087,0.966988,1.00648,1.0875,1.02188,,,,,,1.09448,1.01656,1.0451,0.936211,0.96108,0.891083,0.810771,0.710735,0.615949,0.564916,1.26496,1.06424,4.48792,0.831231,-7.38127,1.09022,0.50138,0.0394448,3.30204,1.54814,1.03476,0.860644,0.732134,1.31625,1.30418,1.0003,0.89257,0.75576,1.6066,1.81945,0.556176
C000315,79,4,20,-18,2,60,1.04596,2.53175,1.04841,-0.700064,36,33,63,39,37,0.999764,1,1.25,1.5,1.75,0.961841,1.06685,0.973382,0.985345,1.26715,0.979752,1.07641,0.982597,1.07192,0.963554,,,,,,1.00011,0.965162,0.922108,1.04955,0.905911,0.924975,0.804491,0.702101,0.673055,0.510737,1.11195,1.02054,0.833425,1.56209,9.08141,1.1918,0.58038,2.31748,2.6651,2.10748,0.998183,0.834812,1.20028,0.831183,0.658366,0.749339,0.682192,1.54896,1.63278,0.816555,1.23114
C000316,80,1,21,-18,2,60,0.940651,1.35262,1.66207,-1.66092,37,63,0,40,0,0.999944,1,1.25,1.5,1.75,0.955407,0.962479,0.990393,0.822919,0.940429,0.950232,0.959192,1.0016,1.00822,0.95452,,,,,,0.928587,1.01454,1.03357,1.01356,0.993382,0.876468,0.868744,0.727314,0.655192,0.57622,1.03818,0.959724,1.40936,1.4023,1.31137,0.985314,1.68291,2.22172,4.69978,5.57869,1.03642,1.1317,0.794945,0.800594,0.616214,0.892347,0.868497,0.670499,0.81666,0.939585,1.37712
C000317,80,2,-22,-17,2,60,1.15813,2.25331,1.01193,-1.86042,29,34,30,63,37,1.00014,1,1.25,1.5,1.75,0.995334,0.940606,0.974925,1.01356,1.00779,1.04162,1.11004,0.925548,0.972028,1.05518,,,,,,0.935175,1.04077,0.977453,1.09147,0.943785,0.934665,0.817137,0.761498,0.610554,0.515971,1.00842,0.71937,1.52497,6.17676,1.71422,0.905906,0.762942,-0.13123,3.83386,7.10516,1.03343,0.832511,1.09921,1.284,1.04939,0.651185,0.619936,0.909087,0.787497,0.778612,1.25259
C000318,80,3,-21,-17,2,60,2.07834,1.56828,0.249703,-0.720877,34,25,25,44,0,0.99998,1,1.25,1.5,1.75,0.997194,0.994725,1.05301,1.13634,1.04764,0.914115,0.946059,0.965543,0.923626,1.00928,,,,,,0.944173,0.997855,1.02188,1.04463,0.880262,0.883295,0.800263,0.741356,0.661561,0.549199,0.839167,1.15037,1.0542,0.109533,9.72435,0.99989,0.569407,2.14777,-1.68813,5.72276,0.961844,0.818923,0.782825,1.22662,0.87515,1.00115,1.08461,1.25414,0.895122,0.847139,1.16213
C000319,80,4,-20,-17,2,60,0.957258,1.20505,2.71572,-4.40362,24,24,21,0,25,1.00023,1,1.25,1.5,1.75,1.0425,1.09022,1.00595,1.03037,0.990779,0.984689,1.00993,1.02847,1.07087,1.02481,,,,,,1.02093,1.02203,1.08861,1.0897,0.985596,0.992106,0.834019,0.728794,0.636234,0.832092,1.055,0.962183,0.837678,1.24741,0.353163,1.01089,1.67462,-0.562596,-1.68204,-5.99946,0.950729,0.841559,1.26338,1.16927,0.659406,1.16921,1.0776,0.849242,0.949745,2.07912,1.03755
C000320,81,1,-19,-17,2,60,0.905074,1.37078,0.743235,-0.117511,13,21,33,24,0,1.00005,1,1.25,1.5,1.75,1.01542,0.96633,0.935649,0.959397,1.02864,1.04933,1.06129,0.934509,0.992343,0.960397,,,,,,1.03234,1.02635,0.959883,1.05082,1.08268,0.928803,0.833171,0.745417,0.623005,0.554886,0.98143,1.01221,1.2646,6.41669,1.61656,1.07641,1.47595,1.52029,3.19177,9.48184,0.991636,0.848831,1.18528,1.28142,1.32923,0.679426,1.05656,0.762463,0.714852,0.852767,1.48312
C000321,81,2,-18,-17,2,60,1.33491,2.06876,1.29848,0.104722,25,22,35,47,34,1.00017,1,1.25,1.5,1.75,0.988179,1.05746,1.02158,1.17579,0.646822,0.935958,1.04748,1.07784,1.02717,0.978897,,,,,,1.03849,0.977818,1.01887,1.0655,1.05976,0.916349,0.862519,0.755331,0.632073,0.554377,1.08319,0.787385,0.685616,0.895157,1.79401,0.963713,0.521669,-0.0209314,3.62054,-4.05325,1.04573,1.10103,0.821904,0.83456,1.31369,1.00483,0.744604,1.39808,0.894621,0.797624,0.773175
C000322,81,3,-17,-17,2,60,0.698752,1.19383,2.65786,-3.27274,35,27,42,0,63,1.00013,1,1.25,1.5,1.75,0.999337,0.954942,0.996578,0.929123,0.986088,0.998577,1.03251,0.963163,0.98495,0.951232,,,,,,0.92579,1.0416,0.929639,0.996844,0.996999,0.93039,0.836759,0.761629,0.625746,0.561054,1.04375,1.15391,0.740094,0.796427,-8.00318,0.920214,1.40735,2.16004,-0.992108,7.29834,1.00957,1.09934,1.26595,1.30235,0.687381,1.03146,0.930287,1.12831,0.620735,0.780369,1.19915
C000323,81,4,-16,-17,2,60,1.16646,1.20968,0.964478,-1.4105,36,27,46,32,33,1.00007,1,1.25,1.5,1.75,0.989834,1.03817,1.01757,1.03206,0.992434,1.08375,0.969336,1.00657,0.98918,1.0633,,,,,,1.02983,0.976844,1.05876,1.03066,1.03553,0.889405,0.768591,0.711242,0.611447,0.535182,0.735425,1.38585,0.976551,1.30484,11.3537,1.00201,1.46437,2.49107,3.31223,-4.69224,0.947388,0.907682,0.777487,1.25881,1.35914,1.03626,0.812911,0.874739,1.60683,0.887633,1.46102
C000324,82,1,-15,-17,2,34,-0.0289034,2.37733,-0.30879,-4.28072,18,63,33,38,63,0.999905,1,1.25,1.5,1.75,1.03948,0.994887,1.01521,1.04446,1.10435,1.07055,1.08398,0.981432,0.959606,1.00009,,,,,,0.939874,1.06304,1.04546,1.05176,1.03105,0.902363,0.843237,0.718815,0.631803,0.537384,1.02078,1.30803,0.870869,0.673787,1.57636,1.13085,0.329898,0.171264,3.27703,-6.08638,0.988891,0.840561,1.12425,1.2797,1.34594,1.10768,1.21095,1.1253,0.89793,0.977015,1.35124
C000325,82,2,-14,-17,2,60,0.972368,0.300848,1.72264,0.402088,36,16,45,36,15,0.999943,1,1.25,1.5,1.75,0.953595,1.0134,0.891809,1.00639,0.636352,1.00364,0.95395,0.973056,1.02937,0.926556,,,,,,1.02071,0.957016,1.00715,1.06964,1.02508,0.897825,0.834519,0.642129,0.656256,0.530445,0.9506,1.04013,1.10819,0.405299,-0.701796,1.01242,0.095585,2.0022,-1.52393,-5.62003,1.07679,0.849111,0.84351,0.775981,1.33404,1.19808,0.831703,0.843377,1.06598,0.916175,1.06748
C000326,82,3,-13,-17,2,60,1.51064,0.820778,2.28039,0.0998988,41,42,32,36,37,1.0,1,1.25,1.5,1.75,0.995521,1.00504,0.995159,0.986101,1.02834,1.12261,1.01436,0.9146,0.913776,1.04102,,,,,,1.03056,0.894585,1.05713,1.06906,0.940805,0.928724,0.800597,0.689298,0.638795,0.524638,1.1026,1.00447,-1.60414,1.57306,-0.350692,0.961985,0.550664,2.3248,-2.33956,0.665252,0.954843,0.864465,0.850417,0.713232,1.00072,0.844603,0.946527,1.02672,0.797277,2.19482,0.9496
