DUT,XCoord,YCoord,Bin,subject_01,subject_02,subject_03,subject_04,subject_05,subject_06,subject_07,subject_08,subject_09,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22,subject_23,subject_24,subject_25,subject_26,subject_27,subject_28,subject_29,subject_30,subject_31,subject_32,subject_33,subject_34,subject_35,subject_36,subject_37,subject_38,subject_39,subject_40,subject_41,subject_42,subject_43,subject_44,subject_45,subject_46,subject_47,subject_48,subject_49,subject_50
290,25.0,4.0,1.0,1.311,0.667,1.019,-2.597,-1.899,0.738,1.833,-0.365,2.406,-0.548,0.743,-0.932,0.196,-0.442,0.873,1.030,0.296,-0.734,-0.694,0.466,0.301,0.253,1.383,-0.181,1.409,-0.098,0.156,-2.295,2.509,0.568,-0.062,-1.257,0.831,0.917,0.303,-1.510,-0.187,-0.324,-0.646,-0.003,-0.031,-2.193,-0.297,0.375,-1.137,0.238,0.263,0.292,-0.486,1.392
291,26.0,10.0,1.0,0.463,0.741,1.001,-1.128,0.020,-0.403,0.922,-0.262,0.598,-2.108,0.300,-0.563,0.440,-0.846,1.082,0.990,0.388,1.099,0.168,1.031,0.829,0.307,0.450,-1.920,0.278,1.261,0.961,-1.104,0.807,2.046,0.226,-0.125,-0.223,-1.106,0.676,-0.420,0.712,-0.657,-0.710,0.667,0.420,0.775,1.299,-0.048,-1.352,-0.094,-0.802,0.026,0.519,1.624
292,31.0,5.0,1.0,0.438,-0.594,0.324,0.078,1.407,-0.365,0.311,-1.430,1.394,-0.022,0.753,-1.287,1.180,0.096,0.740,0.135,1.692,0.665,0.941,0.213,-0.610,-0.102,-1.010,-0.611,1.398,0.129,1.281,-0.858,0.929,2.468,0.769,-0.432,0.536,1.009,1.063,-1.204,1.203,1.072,0.143,0.778,0.865,2.009,0.539,0.265,0.233,-0.653,-0.284,0.711,-1.096,1.839
293,15.0,1.0,1.0,-0.343,0.841,1.057,-1.200,-1.299,0.235,0.772,-0.929,0.628,-1.110,-0.813,-0.892,0.856,-0.908,1.058,1.545,0.661,-1.727,-0.972,-0.066,-1.918,-0.437,0.771,-0.726,1.491,-0.456,-0.148,-0.833,0.274,2.104,1.753,0.428,0.095,0.862,0.974,0.217,-0.201,-0.339,-0.888,0.721,0.208,2.895,0.484,0.703,0.485,-0.363,-1.166,-0.017,-0.477,0.012
294,23.0,6.0,1.0,0.161,1.164,-1.462,1.445,-1.996,-0.035,0.514,1.273,2.039,-0.997,-0.805,-1.413,0.119,0.110,0.592,1.258,2.311,0.800,1.017,0.832,-0.802,0.362,1.229,-1.308,1.358,0.073,0.918,-2.570,1.167,0.734,-1.459,-0.787,0.580,0.586,1.255,0.197,-0.481,-1.216,-0.318,-1.445,0.152,-0.592,0.945,-0.787,-1.647,-0.800,-0.983,0.029,-1.620,1.240
295,30.0,10.0,1.0,0.163,0.994,0.314,-1.039,-0.275,-0.690,0.709,-0.580,1.155,-0.937,-0.417,-0.882,0.163,0.418,0.870,-0.238,2.051,1.280,-0.377,0.003,-0.482,-0.295,2.575,0.087,1.673,1.039,1.597,-0.894,2.633,1.980,1.460,-2.102,0.838,0.919,0.506,0.248,-0.162,0.031,-0.444,-1.043,0.327,1.003,0.898,0.260,-0.840,-0.282,-1.054,-0.501,-1.704,1.205
296,2.0,10.0,1.0,-0.361,1.393,-0.038,-0.874,1.581,-0.949,1.206,2.427,0.494,-1.723,-0.567,-2.183,0.121,-1.221,-1.520,1.247,0.927,-0.431,0.455,-1.482,0.270,0.800,-1.066,-1.197,0.854,1.036,0.833,-0.495,0.901,-0.428,0.403,1.251,0.118,1.093,1.746,1.122,1.598,0.614,0.278,-1.142,0.087,0.268,0.560,-0.257,-0.521,-1.038,-0.548,0.020,-0.102,1.768
297,18.0,2.0,1.0,0.454,0.180,0.493,-1.339,-1.573,0.386,1.231,-1.059,2.889,-1.686,-1.006,-0.942,1.099,-0.457,-0.335,0.960,1.102,1.964,-1.054,1.911,0.272,0.229,1.788,-1.202,0.414,1.514,0.409,0.026,0.992,0.620,-1.369,-0.550,0.765,-0.779,1.774,-0.820,1.081,-1.101,-0.086,-0.622,1.105,-2.341,-0.485,-0.322,-0.498,0.050,-1.213,0.516,-0.210,0.812
298,19.0,5.0,1.0,-0.579,0.333,2.119,0.075,-1.401,0.332,0.963,-0.242,0.221,0.107,-1.175,-1.900,1.955,-1.296,0.245,0.712,1.088,1.606,0.233,0.309,-0.625,-0.424,-0.081,-1.777,0.250,0.419,0.489,-0.345,-0.236,0.619,0.501,-1.115,-0.545,0.262,1.895,0.507,-1.263,0.780,0.789,-0.831,-0.196,-0.931,0.464,-0.075,-0.022,-0.310,-1.366,0.210,-2.060,1.322
299,26.0,4.0,1.0,0.470,0.897,0.137,-1.481,0.631,-0.300,0.121,-0.695,1.751,-0.753,-1.592,-0.887,0.276,-1.587,0.642,1.326,-1.356,0.718,-0.071,-0.869,0.028,1.529,0.794,-0.656,-0.318,0.898,1.282,-0.689,0.943,-0.276,0.199,-1.318,-0.976,0.977,1.297,-0.661,-0.236,0.078,0.144,0.186,0.510,1.572,-0.396,0.868,-0.282,-0.256,-1.009,0.290,0.041,0.935
300,5.0,6.0,1.0,0.988,0.250,-1.111,-0.942,-0.596,-0.922,-0.516,-0.943,1.705,-2.121,-0.077,-1.239,0.529,0.641,-0.837,0.239,0.160,1.510,-0.303,-0.610,0.000,1.037,1.141,0.405,1.693,0.391,1.252,-1.001,1.787,-0.032,0.990,-1.665,0.262,0.419,0.771,0.400,0.529,0.440,0.051,-0.743,-0.165,0.072,0.690,0.201,-0.869,1.255,-0.514,0.382,0.322,1.286
301,5.0,5.0,1.0,-0.073,1.289,-0.408,-1.242,0.896,0.906,0.211,-0.571,0.734,-0.868,-0.913,-1.907,2.408,-0.645,0.056,1.186,0.331,1.981,-0.336,0.896,-0.255,0.632,0.498,-0.150,-0.472,-1.407,0.069,-0.448,0.417,1.165,0.429,-2.234,-0.037,0.764,1.741,-0.445,0.661,-0.268,-0.112,-1.173,-0.562,0.193,1.571,-0.036,0.107,0.202,0.117,0.593,0.675,1.712
302,4.0,7.0,1.0,-0.307,1.370,0.544,-1.043,-1.173,-0.908,0.080,-0.865,0.202,-0.958,-0.643,-1.292,0.391,-0.451,1.245,0.110,0.420,0.541,0.759,0.851,-1.877,0.039,1.671,-0.709,0.508,-1.576,0.935,-0.982,0.400,0.269,0.411,-0.573,1.645,1.159,0.539,-1.076,0.665,-0.585,-1.458,-0.196,0.561,0.988,1.812,1.669,-0.057,0.619,-0.199,0.576,-1.077,1.150
303,17.0,4.0,1.0,-0.881,0.277,-0.318,-0.313,-0.406,0.685,-0.591,-1.207,1.480,-1.803,-0.062,-0.833,0.277,-1.308,0.377,0.354,0.783,0.665,0.451,-2.155,0.226,0.281,0.486,-1.215,0.745,0.074,0.435,0.319,1.419,0.375,-0.299,-0.766,0.073,0.097,0.018,-0.811,-0.734,1.070,-1.355,-1.372,0.281,0.228,0.578,-0.463,0.586,0.421,-1.243,0.404,0.326,1.554
304,31.0,4.0,1.0,1.442,1.384,1.797,-1.389,-0.835,0.030,0.453,-0.778,1.402,0.067,-0.142,-1.148,1.835,0.000,0.513,1.052,-0.416,2.408,0.002,-1.333,0.223,0.749,2.038,-0.409,-0.231,0.264,-0.880,-0.513,0.357,-0.588,-1.199,-3.389,-0.129,-0.015,0.860,-0.770,0.820,-0.157,-0.201,-0.754,0.757,-1.205,0.362,0.037,0.487,-0.279,-0.125,0.180,-1.664,0.958
305,33.0,7.0,1.0,0.258,-0.281,1.438,-0.003,-0.082,0.447,0.347,-0.855,1.900,-0.832,-1.103,-0.923,1.322,-1.557,0.761,0.162,-0.849,-0.133,-0.549,1.303,-0.684,0.732,1.201,-1.118,0.023,0.715,0.019,-1.109,0.809,1.463,1.203,-1.409,0.797,1.146,1.300,0.111,0.183,-0.675,0.250,0.854,-0.306,0.603,-0.749,0.309,-0.265,-0.751,0.345,0.581,-1.335,0.764
306,21.0,5.0,1.0,-0.001,0.955,0.705,1.107,-0.545,0.054,-0.235,-2.229,-0.712,0.169,0.503,-0.091,-0.228,-0.145,1.848,0.456,1.190,0.388,0.525,1.672,1.075,0.765,1.323,-1.865,1.712,-0.129,-0.221,0.850,0.908,0.928,1.158,0.130,0.970,1.237,0.157,-0.505,0.291,-0.025,0.878,-0.048,0.156,-0.939,0.099,0.037,1.029,1.944,-0.161,0.874,1.048,1.706
307,24.0,7.0,1.0,1.084,-0.634,1.319,-1.150,1.063,-0.698,0.733,-1.183,1.640,-0.832,-1.227,-0.473,0.740,-0.570,0.204,0.729,1.086,0.427,-0.563,0.495,0.523,0.513,0.932,-1.481,1.516,-1.039,0.166,0.723,-0.244,1.128,0.985,-0.963,1.528,-0.284,0.421,-0.241,0.107,-0.470,0.893,0.715,0.735,-0.491,-0.195,-0.146,1.025,0.324,-0.392,0.571,-1.163,-0.074
308,33.0,9.0,1.0,0.410,0.373,0.923,-1.546,1.249,-0.489,0.762,0.463,0.645,0.266,0.001,-1.249,0.544,-1.881,0.096,1.352,-0.126,-0.228,0.488,-0.198,-0.522,0.632,0.508,-2.317,1.907,-0.538,0.432,-0.938,0.211,0.517,0.164,0.872,0.473,1.248,1.123,0.184,-0.151,-0.649,1.745,-1.054,0.411,-0.263,-0.214,0.463,2.169,1.323,0.331,0.178,0.983,0.333
309,5.0,4.0,1.0,0.752,0.290,-0.312,0.093,1.531,0.445,0.862,2.940,1.280,-1.137,-0.297,-0.723,1.370,-0.739,0.591,0.163,0.323,-0.082,-0.089,-0.677,-0.205,0.042,0.798,-1.029,0.622,0.130,0.105,-0.694,-0.517,-0.394,2.078,0.007,0.984,0.586,1.165,-0.598,0.540,-0.760,-0.226,-1.064,0.525,-0.721,0.651,0.547,0.946,0.673,0.217,0.731,-0.684,0.730
310,6.0,8.0,1.0,-0.106,0.534,-0.356,-1.085,0.838,-0.671,0.465,0.096,1.070,-1.284,-1.096,-0.937,1.082,0.418,1.167,0.014,2.432,1.686,0.021,-1.106,-1.071,0.046,2.389,-0.097,1.565,1.046,0.944,-0.389,0.155,0.529,-0.808,-1.510,0.534,2.266,1.111,0.846,-0.602,-0.606,0.888,0.127,0.834,1.318,-0.024,-1.425,1.175,-0.724,-1.478,0.525,-1.024,0.182
311,4.0,6.0,1.0,-1.246,0.253,0.387,-1.525,0.542,0.251,0.325,-0.826,0.802,-1.125,-0.348,-0.709,1.578,-1.464,-0.444,0.860,1.410,-0.546,0.226,-0.408,-0.321,0.944,0.421,-1.381,-0.051,-0.421,0.339,-1.363,0.035,2.425,0.448,-0.795,0.555,0.260,1.017,0.017,-0.922,-0.703,-0.688,-0.590,1.202,0.307,-0.460,0.333,2.307,0.175,-1.271,0.664,-0.036,1.581
312,14.0,10.0,1.0,-0.674,-0.338,1.219,-1.122,0.075,-1.169,0.729,0.473,1.616,-0.640,-0.868,-0.840,-0.096,0.121,0.252,1.128,0.602,-1.244,-0.867,-0.145,0.403,-0.620,-0.735,-0.394,0.401,1.549,0.769,-1.529,1.094,1.792,1.242,-2.055,-0.219,-0.107,0.987,-0.904,0.617,0.354,0.548,-0.327,-0.256,-0.005,0.647,-0.140,-0.374,0.040,-0.945,0.414,-0.382,0.915
313,32.0,1.0,1.0,0.638,2.182,1.739,-1.832,-0.102,-0.074,0.251,-1.464,1.099,0.171,-0.390,-2.002,0.888,-1.381,0.999,0.652,-0.016,1.675,0.534,-1.121,-0.371,-0.059,1.027,-1.722,1.708,-0.248,0.195,-0.909,0.709,0.789,0.698,-0.873,0.201,0.801,0.847,-0.049,-0.091,-0.372,-0.269,-0.619,-0.264,0.367,1.303,0.021,-0.446,0.318,-0.736,-1.450,-0.902,1.387
314,23.0,7.0,1.0,-0.168,1.169,-0.144,-0.309,0.610,0.058,0.320,-1.906,1.987,-0.409,-1.168,-1.579,-0.041,0.186,1.055,-0.820,0.570,1.054,-0.629,2.081,-0.640,-0.154,1.635,-1.055,0.708,-0.075,0.529,-0.746,1.439,-0.441,0.165,-1.699,0.515,0.093,0.703,-0.860,-0.970,-0.760,0.397,-0.417,0.497,2.006,0.311,0.849,-0.774,-0.024,-0.053,-0.144,-1.477,0.218
315,34.0,5.0,1.0,0.269,1.875,0.770,-2.061,-0.128,0.267,1.628,0.136,-0.066,-1.368,-1.762,-0.612,-0.471,0.598,0.203,1.243,0.715,1.086,0.718,-0.854,-0.502,0.656,1.266,-0.549,1.242,1.310,1.374,-0.735,-1.137,-1.124,0.976,-1.277,0.269,0.405,1.485,-0.320,-0.194,-0.799,-0.835,-0.290,0.314,-0.409,-0.317,-0.161,2.318,-0.273,-0.882,0.676,-2.114,0.909
316,30.0,5.0,1.0,1.042,1.933,2.170,0.180,-0.753,-0.575,0.076,0.467,2.199,-0.306,-1.410,-1.289,2.221,-0.897,1.494,1.387,-0.681,-0.517,-0.305,-0.903,-0.335,0.590,0.855,-0.946,0.603,0.411,0.070,-0.952,2.001,-2.009,0.726,-3.011,0.645,1.721,-1.583,0.035,-1.651,0.211,-0.855,0.439,0.375,1.876,0.793,0.123,-1.130,0.749,-0.655,0.425,0.241,1.043
317,11.0,7.0,1.0,0.655,0.158,0.802,-1.357,-0.400,-0.053,0.803,0.166,0.941,0.682,-1.652,-0.790,1.876,-0.301,1.057,-0.074,1.302,-0.097,-0.291,-1.363,0.349,0.663,2.668,-1.214,0.254,-1.023,1.181,-0.333,0.225,0.382,1.159,-1.207,0.936,0.100,-0.274,-0.149,-0.418,0.720,0.175,-0.934,0.295,0.762,-0.917,-0.364,-1.087,0.087,0.778,-0.224,-1.198,1.289
318,13.0,7.0,1.0,0.262,0.604,0.352,0.177,0.945,0.025,0.560,-0.387,2.176,-0.572,-0.132,-1.481,1.264,-0.531,2.539,0.056,0.639,2.100,-0.368,0.495,-1.493,0.346,-0.566,-1.153,1.564,-0.001,0.732,-0.639,-0.122,0.995,-0.079,-1.915,0.046,-0.981,1.528,-0.862,1.971,0.128,-0.014,-0.296,1.005,1.925,0.188,0.291,-1.605,-1.782,-0.275,0.088,-3.216,0.323
319,16.0,5.0,1.0,0.143,1.091,0.041,-0.114,-0.443,-1.210,0.274,1.531,1.074,-0.908,-0.881,-1.059,0.541,-0.740,1.404,0.363,0.794,-0.438,-1.248,-0.652,-1.727,0.972,1.704,-1.571,1.352,0.682,1.333,-1.372,1.092,1.022,1.959,-0.912,0.746,1.230,0.549,-0.493,-0.644,-0.377,0.138,-1.202,0.935,1.980,0.320,-0.300,-1.001,1.138,-0.587,1.128,-0.783,1.737
320,29.0,2.0,1.0,1.197,0.759,3.042,-1.872,-0.586,-0.939,0.325,-1.205,1.165,-0.640,-0.271,-0.284,0.110,0.464,1.838,-0.488,-0.100,1.340,-0.762,0.596,0.091,0.114,1.350,-0.487,1.465,-1.021,-0.406,-0.058,-0.633,0.468,1.242,-1.086,-0.596,0.640,1.276,-0.635,0.460,0.196,-0.369,0.092,0.038,0.434,0.839,0.150,-0.413,1.315,-0.468,0.474,-0.173,1.216
321,12.0,10.0,1.0,-0.672,1.238,2.281,-0.573,-1.710,-0.208,-1.290,-1.175,0.689,-0.503,-1.083,-0.153,0.854,-0.910,1.263,1.304,1.507,-0.255,-0.061,0.879,-0.724,0.021,1.477,-1.334,1.025,0.517,1.415,-1.180,0.543,0.097,1.049,0.017,0.474,1.278,0.422,0.298,-1.048,-0.021,-0.134,-1.145,0.727,0.076,-0.242,0.569,-0.496,0.550,-0.714,-0.138,-1.792,0.791
322,20.0,1.0,1.0,-0.770,0.646,3.059,-1.164,-1.098,-0.936,-0.628,-0.708,2.264,0.030,-1.323,0.570,-0.235,-1.174,-0.201,0.861,-0.079,0.847,-0.335,0.619,0.790,0.404,-0.018,-1.048,0.811,-0.515,0.091,0.680,0.717,-0.083,1.458,-0.113,1.396,0.898,2.129,1.117,-0.610,-0.256,-0.183,-0.656,0.134,1.019,1.025,-0.016,-0.481,1.664,0.459,-0.351,-1.136,1.496
323,14.0,1.0,1.0,0.105,0.636,1.535,-2.002,0.002,-0.283,0.833,-0.354,1.146,-0.104,-1.325,-0.514,0.880,-1.431,0.921,-0.225,-0.078,-1.384,0.105,0.172,-0.715,0.278,-0.796,-1.180,0.204,-0.811,0.452,-0.115,-0.470,0.676,-0.376,-0.504,-0.505,0.356,-0.303,-0.069,0.133,-0.288,0.453,-0.326,-0.080,-1.796,0.862,-0.478,-0.594,-1.536,-1.437,0.754,-2.090,1.062
324,22.0,8.0,1.0,0.168,0.697,-0.886,-0.117,0.892,-0.805,-0.111,-0.664,0.220,-0.873,-1.393,-0.635,0.027,-0.798,1.319,0.912,0.399,0.142,-0.034,-0.500,0.670,0.624,0.515,-0.964,1.690,-0.029,0.349,-0.069,1.996,-1.159,0.833,-1.169,-0.267,2.768,0.151,0.519,0.001,1.050,0.288,-0.282,0.716,0.255,-0.399,-0.903,-0.775,0.803,-0.095,0.556,1.527,1.100
325,17.0,5.0,1.0,-0.517,1.097,2.161,-1.283,-0.134,0.817,0.366,-1.960,1.473,-0.746,-1.013,-0.816,1.430,-0.832,0.712,0.922,0.698,2.993,-0.360,-0.487,-0.763,0.428,-1.483,0.022,1.694,0.160,0.576,0.029,0.549,0.917,0.882,-2.406,0.248,-0.107,-0.105,0.964,1.219,1.140,0.032,0.252,1.095,-0.279,0.163,0.298,1.475,0.694,-0.596,0.887,-0.769,1.138
326,33.0,3.0,1.0,-0.746,0.366,1.149,-2.505,-0.899,-1.048,0.403,0.845,0.853,-0.682,-1.912,-0.834,1.499,0.425,1.071,1.374,1.107,-0.281,0.444,-0.515,0.279,0.842,-1.307,-0.897,-0.326,-0.501,1.085,-1.651,0.395,0.432,1.464,1.490,1.033,0.688,0.498,-1.093,-0.048,-0.856,0.650,-0.786,0.137,0.787,0.739,0.468,-0.763,0.180,-0.431,0.493,-1.065,1.788
327,14.0,3.0,1.0,0.327,1.048,-0.184,-2.025,-1.200,0.174,0.814,-1.090,1.364,-0.821,-1.227,-0.846,0.032,0.253,1.135,0.587,-0.284,2.156,0.230,1.005,-0.710,1.390,0.545,-0.156,1.161,0.904,0.759,-1.134,1.193,0.167,2.823,-1.448,0.901,-0.118,1.601,-0.383,-0.868,0.576,0.584,-1.541,0.167,-0.970,-1.219,1.031,0.717,-0.416,-0.736,-0.315,0.703,-0.532
328,21.0,8.0,1.0,1.355,-0.081,-0.099,-0.069,-0.529,-0.973,1.068,0.394,-0.654,0.109,0.123,-0.210,1.182,-0.471,0.625,1.444,0.924,0.788,-0.136,-2.364,-1.699,-0.298,2.457,-0.473,-0.367,0.038,1.077,-1.714,0.570,0.169,-0.075,-0.025,0.447,0.503,0.654,-0.407,-2.224,0.677,-0.124,-0.273,0.028,-0.417,0.472,-0.366,0.309,-0.281,-0.183,1.347,0.954,0.050
329,29.0,5.0,10.0,-0.202,0.641,-9.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,11.0,1.0,1.0,0.654,1.756,-0.939,-0.985,-0.104,-0.635,1.360,-1.396,0.123,-0.107,-0.020,-1.190,0.616,-0.345,-1.716,-0.778,0.848,-1.194,-0.597,1.342,-0.649,1.590,0.877,-0.773,1.135,0.751,0.646,-1.700,1.995,1.074,0.738,-0.444,-1.146,-0.418,2.360,-0.353,0.145,-0.077,-1.016,-0.185,0.709,-0.720,0.077,-0.770,0.812,-0.482,-0.601,0.233,-2.233,0.808
331,6.0,1.0,1.0,-0.614,0.014,0.403,-1.071,0.397,-1.345,1.322,0.264,2.385,-0.218,1.104,-0.358,0.868,-0.895,1.655,0.749,-0.918,0.951,0.813,0.804,-1.069,-0.214,2.941,-0.028,0.370,-0.016,0.739,0.491,0.772,0.622,-0.365,0.565,0.788,1.399,1.470,-0.960,0.327,-0.334,1.085,-0.617,0.752,-1.152,-0.920,-0.009,1.164,0.738,-1.460,0.555,-2.550,1.437
332,7.0,5.0,1.0,-1.189,2.086,2.165,-0.256,-0.165,-0.132,0.867,0.540,1.088,-0.134,-1.166,-0.521,1.051,-1.091,-0.206,0.981,1.313,0.874,-0.224,0.993,1.484,0.154,-0.047,-1.601,1.071,-0.699,0.528,-0.850,0.954,0.792,-0.606,0.497,0.915,1.195,0.854,-0.074,0.279,-0.219,0.483,-0.311,-0.201,-0.096,-1.011,-0.399,1.835,0.242,-0.116,1.480,-1.957,0.822
333,34.0,3.0,1.0,-0.578,0.827,-0.554,-0.411,0.376,0.795,-0.140,-0.916,0.762,-0.337,0.065,-0.721,1.065,-0.339,0.316,1.158,1.014,-0.100,-0.146,0.175,-1.325,0.377,0.502,-0.691,1.398,0.697,0.561,0.069,0.991,-0.172,0.982,0.422,1.146,0.838,1.261,0.340,1.834,-0.560,-0.318,-0.404,0.154,1.047,0.803,0.245,-0.990,-0.689,-1.417,-0.399,-0.624,0.849
334,7.0,8.0,1.0,0.753,0.352,0.681,-1.649,3.002,0.287,0.542,-0.477,1.138,-0.694,-0.347,-0.787,1.227,-1.032,0.010,1.238,-0.267,0.420,-0.834,1.514,-0.456,-0.973,2.269,-0.591,0.055,0.629,1.176,-0.951,0.258,0.521,1.499,-0.610,-0.404,1.780,2.026,0.651,-1.418,0.688,1.616,-0.688,0.515,-0.675,1.446,-0.476,-0.969,1.625,-0.895,2.086,-0.997,-0.116
335,10.0,3.0,1.0,-1.094,1.248,0.386,-1.233,-1.224,-0.224,1.118,-0.397,0.500,0.105,-2.168,-0.928,-0.789,-0.498,0.302,0.616,0.132,-0.382,-0.442,0.644,0.177,0.106,-1.006,-0.074,-0.124,0.804,0.807,0.636,1.094,1.374,0.548,-1.431,-1.470,2.069,1.296,-0.249,0.691,-0.328,0.040,-0.091,0.599,0.472,-0.568,0.068,1.035,1.445,0.497,0.068,0.670,0.440
336,5.0,10.0,1.0,-0.089,1.594,1.218,-1.119,-0.571,0.414,0.399,-1.598,1.753,-0.720,-0.636,-0.930,1.071,-1.232,0.222,1.153,1.532,0.894,0.650,1.231,-1.731,-0.607,2.961,-1.192,1.228,0.279,1.543,-1.220,1.863,0.187,-0.260,0.884,-1.274,-0.344,2.030,0.142,-1.062,-0.331,-0.385,-0.413,0.434,2.388,0.521,1.241,0.849,-0.116,-1.045,0.506,-0.289,0.916
337,8.0,2.0,1.0,-0.377,-0.497,-0.799,-0.001,-0.425,-0.531,0.026,-0.481,0.343,-0.311,-1.483,-1.847,1.409,-0.419,0.338,1.204,0.812,-0.827,0.393,0.642,-0.246,0.800,0.407,-0.203,0.780,0.032,0.789,-1.970,-0.023,1.809,-0.062,-1.830,-0.690,0.623,0.835,0.170,0.867,-0.120,-0.017,0.046,0.914,3.189,-0.141,-0.463,-0.249,0.689,-0.376,0.197,1.615,1.176
338,32.0,5.0,1.0,-1.371,0.250,1.260,-2.049,0.685,-0.180,1.141,-0.847,0.974,0.130,-0.175,-1.222,-0.396,-1.447,0.423,0.303,0.985,1.450,-0.034,0.934,-1.104,0.349,-0.800,-0.102,2.565,0.148,0.959,-1.368,0.827,0.230,0.466,-1.641,0.880,0.128,0.073,-0.948,-0.525,-0.365,0.139,-0.901,-0.077,0.789,-1.348,-0.209,-0.282,1.175,-0.654,0.341,0.680,0.845
339,30.0,1.0,1.0,-0.750,0.813,1.518,-1.443,0.689,-0.125,0.607,-0.709,1.544,-0.241,-1.321,-0.918,1.065,-0.760,0.337,1.399,-0.749,-0.110,0.223,0.389,-0.271,-0.357,1.687,-0.172,0.215,0.617,1.095,-1.893,0.372,1.242,-1.797,-0.934,1.215,-1.026,0.497,-0.307,1.478,-0.913,0.001,-1.124,-0.038,-0.893,0.316,0.652,-0.340,0.494,-1.003,0.073,0.744,1.836
340,15.0,10.0,1.0,1.435,0.307,0.748,0.289,-1.298,0.273,1.657,-1.581,0.175,0.003,-0.246,-0.372,0.362,-0.412,0.953,0.186,-0.427,-0.207,-0.232,1.714,1.029,0.028,1.418,-1.313,0.589,0.590,0.918,-2.514,1.150,0.136,-0.433,-1.143,0.482,0.611,0.639,-1.069,1.332,-0.609,0.903,-0.101,0.986,1.048,-0.420,0.359,-0.234,0.812,-0.797,0.582,-0.391,1.425
341,5.0,1.0,1.0,0.338,1.396,0.248,-1.515,-1.351,0.236,0.225,0.251,0.815,-0.639,-1.219,-1.170,1.384,-0.187,0.466,1.532,0.667,0.282,0.503,0.781,-1.424,-0.543,-0.343,-1.198,0.269,-0.831,0.463,-0.371,0.918,-0.526,-0.431,-0.118,0.064,0.515,1.175,-0.273,0.259,-1.242,-0.193,0.877,0.138,0.120,0.934,-0.177,0.094,1.040,-1.324,0.665,0.223,1.516
342,19.0,10.0,12.0,-0.062,-0.142,0.544,-0.804,-1.122,-0.215,1.153,0.006,0.491,-1.946,-0.683,-0.839,0.496,-0.932,0.109,0.660,-7.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,9.0,1.0,1.0,0.424,1.238,1.915,-1.453,-0.464,-0.004,-0.171,-1.645,0.870,-0.044,0.456,-0.798,-0.311,-0.635,0.917,0.325,-0.182,1.509,-0.541,-0.127,-0.593,1.655,1.452,0.844,1.177,1.246,0.371,-0.216,0.860,1.068,2.481,-2.182,1.552,0.532,1.410,-0.483,-1.278,-0.350,0.214,0.111,0.178,1.965,0.480,0.469,0.286,-0.859,-1.709,0.515,-0.147,0.302
344,29.0,10.0,1.0,-0.957,2.114,0.449,-2.276,0.100,-0.114,-0.117,0.392,0.733,-1.234,-1.325,-0.204,0.635,-0.805,0.677,-0.864,0.522,1.366,1.461,-0.504,-1.289,0.376,-0.630,-1.023,0.097,1.386,0.873,0.182,2.199,-1.270,1.195,0.082,0.517,1.183,0.813,-0.143,0.084,-0.476,0.056,-0.623,0.846,0.995,0.935,0.410,-0.809,0.142,-1.291,0.204,-0.583,0.768
345,24.0,3.0,1.0,-0.916,0.470,1.210,0.177,-0.654,-0.761,0.575,0.574,2.189,-0.400,-1.914,-0.165,0.549,-0.860,0.539,0.381,-2.018,0.532,0.026,0.788,0.526,0.830,-0.175,-0.866,1.369,0.433,1.342,-0.383,-0.627,-0.246,-0.258,0.438,0.998,-0.315,1.591,0.435,-1.812,-0.432,0.473,0.595,0.628,0.613,-1.095,-0.620,1.723,1.344,-0.624,-0.068,-1.127,0.412
346,15.0,8.0,13.0,0.944,-0.609,0.569,-1.981,-0.725,-0.614,0.852,0.290,2.286,-0.754,0.211,-1.942,-0.539,-0.068,0.500,0.738,0.195,0.335,-1.653,-1.443,-0.916,5.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,29.0,3.0,1.0,0.693,1.078,1.201,-1.848,-0.577,-0.981,2.297,-0.226,0.226,-0.935,0.608,-0.803,1.953,-1.600,1.456,0.677,-0.052,0.384,-0.113,-3.059,-0.713,0.227,-1.361,-1.450,1.380,-1.032,0.070,-1.318,-0.417,0.632,0.691,2.148,-0.168,1.878,1.054,0.249,0.396,-0.368,-0.094,-1.497,0.537,1.389,0.360,0.235,-0.868,-0.838,-1.480,0.481,-1.659,1.723
348,33.0,6.0,17.0,1.117,0.398,-0.239,-0.904,-0.815,-0.354,0.756,0.943,0.000,-1.000,-1.539,-1.514,1.461,-0.551,1.095,0.180,-0.103,2.503,0.782,0.876,-0.276,0.097,-1.618,-0.670,2.139,0.296,0.863,-1.258,-0.923,2.338,2.132,-0.615,0.351,-0.860,0.705,-1.000,0.073,-0.605,0.087,0.298,0.108,-10.856,,,,,,,,
